;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
490;Perspectives compositionnelles sur la sémiotique musicale, à partir de l'intégration théorique et pratique de la sémiotique deleuzienne du cinéma (Fine arts, research-creation);RDF60;Humanities and the arts;0.4102451205253601;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8339340686798096;RDF605;Other humanities;0.023397620767354965;RDF602;Languages and literature;0.00204276479780674
491;Regulation of germinal center B cell function during antibody responses (Immunology & Transplantation);RDF30;Medical, health and life sciences;0.5104937553405762;RDF304;Medical biotechnology;0.7504384517669678;RDF301;Basic medicine and life sciences;0.5294458866119385;RDF305;Other medical sciences;0.4564703404903412
492;Victims, Law and Justice: A Partnership approach to Transformative Justice;RDF50;Social sciences;0.7367178797721863;RDF505;Law and legal practice;0.9474904537200928;RDF509;Other social sciences;0.20094941556453705;RDF501;Psychology and cognitive sciences;0.02970375120639801
493;Dynamic scene processing in humans (Biological Systems and Functions);RDF10;Natural sciences;0.6042051315307617;RDF106;Biological sciences;0.9951040744781494;RDF103;Physical sciences;0.29823583364486694;RDF107;Other natural sciences;0.182771697640419
494;Planning for mercury-related vision rehabilitation services for Grassy Narrows First Nation community;RDF20-21;Engineering and technology;0.43845289945602417;RDF208;Environmental engineering and related engineering;0.7303259372711182;RDF212;Other engineering and technologies;0.6141626238822937;RDF209;Environmental biotechnology;0.4172714948654175
495;L'intégration des PFÉ dans les stages d'actualisation et de requalification de l'Université de Montréal;RDF50;Social sciences;0.22213314473628998;RDF503;Education;0.9368651509284973;RDF501;Psychology and cognitive sciences;0.8536079525947571;RDF507;Social and economic geography;0.757256269454956
496;Cartographie des sensibilités queer dans la culture audiovisuelle populaire (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.5191153287887573;RDF508;Media and communications;0.9979210495948792;RDF501;Psychology and cognitive sciences;0.3847965598106384;RDF507;Social and economic geography;0.29348039627075195
497;De l'innovation à la nouvelle conformité : les usages complexes des smart drugs (Sociology, demography and related fields);RDF50;Social sciences;0.6276340484619141;RDF504;Sociology and related studies;0.9941969513893127;RDF505;Law and legal practice;0.1446918547153473;RDF508;Media and communications;0.08130066841840744
498;Favoriser la participation sociale des aînés présentant des problèmes de mobilité : partenariat pour le codéveloppement d'un service innovant offert en contexte communautaire;RDF50;Social sciences;0.5502038598060608;RDF505;Law and legal practice;0.6392858028411865;RDF507;Social and economic geography;0.5930202007293701;RDF504;Sociology and related studies;0.5246990919113159
499;Chemosensation in Parkinson's disease: Trigeminal sensitivity as a potential marker (Behavioural Sciences);RDF30;Medical, health and life sciences;0.6259605288505554;RDF304;Medical biotechnology;0.39513418078422546;RDF305;Other medical sciences;0.045183755457401276;RDF301;Basic medicine and life sciences;0.014643825590610504
500;Nuclear Factor Erythroid 2-Related Factor 2 (NRF2) and Regulation of Sodium-Glucose Co-Transporter 2 (SGLT2) Expression in Type 2 Diabetes (Diabetes, Obesity, Lipid & Lipoprotein Disorders);RDF30;Medical, health and life sciences;0.5059024095535278;RDF303;Health sciences;0.8091440796852112;RDF304;Medical biotechnology;0.8064718246459961;RDF301;Basic medicine and life sciences;0.6287208795547485
501;Identifying and functionally validating IBD genes and variants impacting intestinal epithelial barrier integrity (Genetics);RDF30;Medical, health and life sciences;0.4978410005569458;RDF304;Medical biotechnology;0.40496328473091125;RDF301;Basic medicine and life sciences;0.3275607228279114;RDF303;Health sciences;0.14860233664512634
502;Structural and functional characterization of type IV secretion system pili (Biochemistry & Molecular Biology);RDF30;Medical, health and life sciences;0.5502285361289978;RDF303;Health sciences;0.12155534327030182;RDF301;Basic medicine and life sciences;0.0793885737657547;RDF305;Other medical sciences;0.06465348601341248
503;Targeting the extracellular adenosine pathway in pancreatic and liver cancers;RDF30;Medical, health and life sciences;0.5073959231376648;RDF304;Medical biotechnology;0.9917323589324951;RDF303;Health sciences;0.8763965964317322;RDF301;Basic medicine and life sciences;0.7478922605514526
504;The impact of amyloid-induced neurodegeneration on sleep features and memory processes (Biological and Clinical Aspects of Aging);RDF30;Medical, health and life sciences;0.940087080001831;RDF304;Medical biotechnology;0.9006171822547913;RDF301;Basic medicine and life sciences;0.6974028944969177;RDF303;Health sciences;0.6581428647041321
505;Disentangling the Kinematics of the Solar Neighborhood to Calibrate the Ages of Stars and Exoplanets (Physics);RDF10;Natural sciences;0.4243990182876587;RDF103;Physical sciences;0.9991832971572876;RDF107;Other natural sciences;0.40450742840766907;RDF102;Computer and information sciences;0.0022343622986227274
506;Towards a Transcultural History and Theory of Heterophony (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.7028456330299377;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9907320141792297;RDF601;History, archaeology and related studies;0.6515211462974548;RDF605;Other humanities;0.5821792483329773
507;What Do Deep Learning Systems Understand? (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.2814805507659912;RDF603;Philosophy;0.9953994154930115;RDF601;History, archaeology and related studies;0.9151666760444641;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4920661449432373
508;Improving endurance performance using maple syrup;RDF10;Natural sciences;0.5438916087150574;RDF103;Physical sciences;0.8375867605209351;RDF105;Earth and related environmental sciences;0.7874820828437805;RDF107;Other natural sciences;0.76082843542099
509;Multi-Omic Primate Adaptation to Local Environments (Evolution and Ecology);RDF10;Natural sciences;0.8360943794250488;RDF106;Biological sciences;0.9639838933944702;RDF105;Earth and related environmental sciences;0.8492224216461182;RDF107;Other natural sciences;0.1876554787158966
510;The Role of the State for Long-run Economic Development in Europe (Economics);RDF30;Medical, health and life sciences;0.35046762228012085;RDF304;Medical biotechnology;0.4394466280937195;RDF301;Basic medicine and life sciences;0.048316068947315216;RDF305;Other medical sciences;0.008140464313328266
511;Éditions critiques numériques et multilinguisme;RDF30;Medical, health and life sciences;0.4201601445674896;RDF305;Other medical sciences;0.09816574305295944;RDF304;Medical biotechnology;0.03810662031173706;RDF303;Health sciences;0.011061472818255424
512;Metabolic control of vascular regeneration in retinopathy of prematurity (Clinical Investigation – Reproduction, Maternal, Child and Youth Health);RDF30;Medical, health and life sciences;0.8104339241981506;RDF303;Health sciences;0.9582651257514954;RDF304;Medical biotechnology;0.8485334515571594;RDF301;Basic medicine and life sciences;0.43489623069763184
513;Mechanics and dynamics of mineral dust production within cold climates (Geosciences);RDF20-21;Engineering and technology;0.4358406662940979;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8852414488792419;RDF204;Mechanical engineering;0.7490872144699097;RDF208;Environmental engineering and related engineering;0.25100454688072205
514;Biosecurity in Canadian dairy farms: Unraveling the epidemiology of bovine infectious diseases and refining diagnostic strategies to improve their detection, prevention and control (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.6137369275093079;RDF303;Health sciences;0.7817057967185974;RDF301;Basic medicine and life sciences;0.7176059484481812;RDF304;Medical biotechnology;0.24463358521461487
515;Mobilité urbaine et ressources langagières à Santiago du Chili (Linguistics and translation);RDF50;Social sciences;0.2656402885913849;RDF508;Media and communications;0.012957890518009663;RDF503;Education;0.01250379253178835;RDF507;Social and economic geography;0.004003392998129129
516;Pays perdus, terres promises : deux imaginaires du territoire de l'Antiquité à nos jours;RDF40;Agricultural and veterinary sciences;0.23830251395702362;RDF404;Agricultural biotechnology and food sciences;0.7341195344924927;RDF405;Other agricultural sciences;0.4383043050765991;RDF401;Agriculture, forestry, and fisheries;0.13184243440628052
517;Supraionic engineering of liquid electrolytes for electrochemistry and ionometallurgy;RDF20-21;Engineering and technology;0.883473813533783;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.3048171401023865;RDF212;Other engineering and technologies;0.2163424789905548;RDF202;Industrial, systems and processes engineering;0.10043660551309586
518;Pricing and Profitability in Non-Life Insurance;RDF50;Social sciences;0.3086082637310028;RDF509;Other social sciences;0.30259713530540466;RDF505;Law and legal practice;0.05480259656906128;RDF502;Economics and business administration;0.028611930087208748
519;Regulation of glycolysis in T cell metabolic reprogramming (Genes, Cells and Molecules);RDF10;Natural sciences;0.4664889872074127;RDF106;Biological sciences;0.9746407866477966;RDF107;Other natural sciences;0.4335017800331116;RDF104;Chemical sciences;0.11230769008398056
520;After-images and urban spaces: lesbian, gay and queer visible presence in Montreal (1950-1990) (Communications, media studies, gender studies, library and information science, related fields);RDF60;Humanities and the arts;0.29633352160453796;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9937587380409241;RDF605;Other humanities;0.29865753650665283;RDF601;History, archaeology and related studies;0.006400730460882187
521;Heterochromatin Protein 1 (HP1) in maternal infertility and embryonic development (Genes, Cells and Molecules);RDF10;Natural sciences;0.5270048379898071;RDF106;Biological sciences;0.9950754642486572;RDF107;Other natural sciences;0.5737978219985962;RDF104;Chemical sciences;0.03488088771700859
522;Chronic non-cancer pain, substance use, and related harms: Towards an optimal treatment pathway for people who inject drugs in the context of the opioid crisis (Behavioural Sciences – Clinical Behavioural Sciences);RDF30;Medical, health and life sciences;0.9007220268249512;RDF302;Clinical medicine;0.03622431680560112;RDF301;Basic medicine and life sciences;0.035594649612903595;RDF303;Health sciences;0.022042788565158844
523;Simulation stochastique à haute résolution spatiale pour les études des risques d'inondation en milieu urbain;RDF20-21;Engineering and technology;0.38072916865348816;RDF208;Environmental engineering and related engineering;0.6521860361099243;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.5986642241477966;RDF204;Mechanical engineering;0.2543700039386749
524;Innovative mobile health treatment modality to treat sleep difficulties in healthcare workers working on atypical work schedules;RDF30;Medical, health and life sciences;0.8298859000205994;RDF303;Health sciences;0.9705764055252075;RDF304;Medical biotechnology;0.6886777877807617;RDF302;Clinical medicine;0.5382551550865173
525;Interpretable Machine Learning Approaches Applied to Omics Datasets (Genes, Cells and Molecules);RDF10;Natural sciences;0.36106762290000916;RDF102;Computer and information sciences;0.996616780757904;RDF106;Biological sciences;0.930807888507843;RDF105;Earth and related environmental sciences;0.5009765625
526;Prevention and treatment of preeclampsia using exercise training and Angiotensin-(1-7): determining the mechanisms and clinical potential (Cardiovascular System – Heart and Circulation);RDF30;Medical, health and life sciences;0.9226465821266174;RDF304;Medical biotechnology;0.9873140454292297;RDF303;Health sciences;0.9859904646873474;RDF301;Basic medicine and life sciences;0.8052878975868225
527;Connecting MRI physics and artificial intelligence to advance novel acquisition and analyses technologies for neuroimaging applications (Physics);RDF20-21;Engineering and technology;0.3645819127559662;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8868620991706848;RDF202;Industrial, systems and processes engineering;0.40474268794059753;RDF212;Other engineering and technologies;0.11128949373960495
528;The Paperology Symposium;RDF30;Medical, health and life sciences;0.3327121436595917;RDF301;Basic medicine and life sciences;0.0792103260755539;RDF305;Other medical sciences;0.03963883966207504;RDF304;Medical biotechnology;0.007555242162197828
529;Mechanisms affecting follicular development and ovulation in the Bovine model;RDF30;Medical, health and life sciences;0.2489122450351715;RDF301;Basic medicine and life sciences;0.6246084570884705;RDF304;Medical biotechnology;0.6237350702285767;RDF305;Other medical sciences;0.3071501553058624
530;Measuring and modeling large-scale electrophysiological brain dynamics: From neural mechanisms to cognitive processes (Biological Systems and Functions);RDF10;Natural sciences;0.5144366025924683;RDF106;Biological sciences;0.9837225079536438;RDF107;Other natural sciences;0.18755081295967102;RDF105;Earth and related environmental sciences;0.05110641196370125
531;Apprentissage des jeunes adultes touchés par un cancer du sang : création de solutions à l'aide du co-design;RDF20-21;Engineering and technology;0.36949422955513;RDF207;Medical and biomedical engineering;0.9104260206222534;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8617710471153259;RDF211;Nano-technology;0.7259887456893921
532;Mentalisation parentale non verbale sous la loupe : Valeur ajoutée à la relation parent-enfant et complémentarité avec la mentalisation parentale verbale (Psychology, linguistics and translation);RDF50;Social sciences;0.27576684951782227;RDF501;Psychology and cognitive sciences;0.019363638013601303;RDF509;Other social sciences;0.006332773715257645;RDF508;Media and communications;0.005980329588055611
533;A multifactorial and integrative approach to investigate spoken discourse in Canadian French (Mutidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9871529340744019;RDF508;Media and communications;0.1284157931804657;RDF504;Sociology and related studies;0.11047115176916122;RDF503;Education;0.013742320239543915
534;Opening the blackbox on the relation between participation in hackathons and the development of longer-term collaborative capabilities;RDF20-21;Engineering and technology;0.44130975008010864;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7565374970436096;RDF202;Industrial, systems and processes engineering;0.545769989490509;RDF203;Electrical engineering, computer engineering, and information engineering;0.4843800961971283
535;A multi-country comparison of COVID-19 response: Planning, implementation, and health system resilience (Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research);RDF30;Medical, health and life sciences;0.7152966856956482;RDF303;Health sciences;0.9125531315803528;RDF304;Medical biotechnology;0.26727667450904846;RDF301;Basic medicine and life sciences;0.12215621769428253
536;Participatory Democracy and the Canadian Genetic Non-Discrimination Act (Multidisciplinary or interdisciplinary humanities);RDF50;Social sciences;0.4388028681278229;RDF505;Law and legal practice;0.9888527393341064;RDF506;Political science and policy administration;0.5267079472541809;RDF509;Other social sciences;0.06064055114984512
537;Levelling the Playing Fields: Creating the conditions for free-play to emerge in cities (Public, Community & Population Health);RDF50;Social sciences;0.6772920489311218;RDF507;Social and economic geography;0.8841893672943115;RDF505;Law and legal practice;0.8707072138786316;RDF504;Sociology and related studies;0.7223801612854004
538;Using prospective and observational designs to study support processes and sexual well-being in long-term couples (Psychology);RDF50;Social sciences;0.38856515288352966;RDF501;Psychology and cognitive sciences;0.7419545650482178;RDF505;Law and legal practice;0.26188504695892334;RDF509;Other social sciences;0.023531882092356682
539;Molecular dissection of mitotic kinase functions using chemogenomics (Genes, Cells and Molecules);RDF10;Natural sciences;0.5426642894744873;RDF106;Biological sciences;0.9303317666053772;RDF107;Other natural sciences;0.20159702003002167;RDF102;Computer and information sciences;0.07483762502670288
540;Compassion and Collective Care in Long-Term Care Settings: A Communicative Perspective (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.6592587232589722;RDF508;Media and communications;0.9990745782852173;RDF509;Other social sciences;0.46304211020469666;RDF501;Psychology and cognitive sciences;0.2930755913257599
541;Towards a better understanding of contaminant bioavailability- urgent replacement of photosynthetic incubators (Geosciences);RDF20-21;Engineering and technology;0.728328287601471;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8796645998954773;RDF208;Environmental engineering and related engineering;0.8048664331436157;RDF209;Environmental biotechnology;0.7052270770072937
542;Marking Monastic Space: The Spatial Iconography of Inscribed Capitals, 1080-1160 (Fine arts, research-creation);RDF60;Humanities and the arts;0.46368858218193054;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9845902919769287;RDF601;History, archaeology and related studies;0.138753280043602;RDF605;Other humanities;0.051605965942144394
543;Dans l'intérêt du patient : la relation thérapeutique au sein de la Collection hippocratique (Philosophy, medieval studies, classics, religious);RDF30;Medical, health and life sciences;0.9102205038070679;RDF305;Other medical sciences;0.13968952000141144;RDF301;Basic medicine and life sciences;0.13318957388401031;RDF303;Health sciences;0.06960495561361313
544;Advanced methods for depth-based human pose estimation and motion analysis: application to vital signs monitoring in the intensive care unit (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.7833311557769775;RDF203;Electrical engineering, computer engineering, and information engineering;0.7875638008117676;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.2262062132358551;RDF211;Nano-technology;0.13626320660114288
545;RÉAC ! Réactivité de la prise en charge des nouveaux arrivants face à la pandémie de COVID-19 à Montréal, Sherbrooke et Toronto : une recherche mixte participative (Health Policy & Systems Management Research);RDF30;Medical, health and life sciences;0.6860103011131287;RDF303;Health sciences;0.8295351266860962;RDF301;Basic medicine and life sciences;0.08366550505161285;RDF304;Medical biotechnology;0.016963699832558632
546;Public School Choice and Refugee Assignment: (Dynamic) Minimal Instability for Non-Unit Capacities and for Lotteries and Weak Priorities (Economics);RDF50;Social sciences;0.4381659924983978;RDF503;Education;0.9981469511985779;RDF509;Other social sciences;0.04008735716342926;RDF507;Social and economic geography;0.023984871804714203
547;Metabolic and translational dependencies of activated T cells (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.3818064332008362;RDF301;Basic medicine and life sciences;0.8714748620986938;RDF304;Medical biotechnology;0.7854732275009155;RDF303;Health sciences;0.5333974361419678
548;Transformer des espaces conventionnels et dysfonctionnels de participation : scénarios pour accroître la participation des citoyens aux comités consultatifs;RDF50;Social sciences;0.4361192286014557;RDF505;Law and legal practice;0.7460464835166931;RDF501;Psychology and cognitive sciences;0.6527949571609497;RDF508;Media and communications;0.5936681628227234
549;CITE-sequencing analysis revealed immune cell diversity in colonic mesenteric lymph nodes from IBD patients;RDF30;Medical, health and life sciences;0.4411201477050781;RDF304;Medical biotechnology;0.9422149658203125;RDF303;Health sciences;0.8059760332107544;RDF301;Basic medicine and life sciences;0.6251449584960938
550;The neglected place of financial information and accountants in Canadian tech startups;RDF20-21;Engineering and technology;0.4212135076522827;RDF211;Nano-technology;0.8082186579704285;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.2949252128601074;RDF210;Industrial biotechnology;0.1367236226797104
551;Reinventing the Rash: A Global History of Measles in the Vaccine Era (History);RDF30;Medical, health and life sciences;0.5457085967063904;RDF303;Health sciences;0.8913390636444092;RDF304;Medical biotechnology;0.76591557264328;RDF305;Other medical sciences;0.6820743083953857
552;A New, Data-Driven Era for Precision Cosmology: Measuring the Expansion Rate of the Universe with Machine Learning (Physics);RDF10;Natural sciences;0.3276655077934265;RDF103;Physical sciences;0.9992678165435791;RDF102;Computer and information sciences;0.997279703617096;RDF107;Other natural sciences;0.23598763346672058
553;Créer-Entreprendre ! Trajectoires croisées : arts numériques et école nationale de cirque. Une exploration des reconfigurations des projets créatifs et des modèles de valeur post-Covid;RDF60;Humanities and the arts;0.48033156991004944;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9341853260993958;RDF605;Other humanities;0.011266296729445457;RDF603;Philosophy;0.00041976713691838086
554;Factors that control translational fidelity in mammalian cells (Genes, Cells and Molecules);RDF10;Natural sciences;0.8498126864433289;RDF106;Biological sciences;0.997087836265564;RDF103;Physical sciences;0.11264889687299728;RDF107;Other natural sciences;0.09647145867347717
555;Exploiting the synthetic-lethal vulnerabilities of stem cells and cancer cells with eroded telomeres (Molecular & Cellular Biology of Cancer);RDF30;Medical, health and life sciences;0.3549000322818756;RDF301;Basic medicine and life sciences;0.7167640924453735;RDF304;Medical biotechnology;0.6355617642402649;RDF305;Other medical sciences;0.32070326805114746
556;Physicochemical characterization of pre-clinical samples of a bacteriophage therapy spray-on patch for the treatment of COVID-19-related pressure injury resistant infections;RDF30;Medical, health and life sciences;0.35333162546157837;RDF304;Medical biotechnology;0.8560919165611267;RDF303;Health sciences;0.8220462799072266;RDF301;Basic medicine and life sciences;0.12855248153209686
557;Dumping of waste rocks (WR) in mine stopes being filled with paste backfill (PB): Experimental and numerical investigations on the natural mixing behavior between WR and PB;RDF10;Natural sciences;0.8647430539131165;RDF105;Earth and related environmental sciences;0.9834703803062439;RDF103;Physical sciences;0.07180243730545044;RDF104;Chemical sciences;0.0453314408659935
558;Deep neural network uncertainty estimation for safe integration into autonomous driving autonomy systems;RDF20-21;Engineering and technology;0.4437063932418823;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8777390718460083;RDF212;Other engineering and technologies;0.6929796934127808;RDF202;Industrial, systems and processes engineering;0.3415807783603668
559;Adaptive Mechanical Systems for Physical Embodied Intelligence Robotics;RDF20-21;Engineering and technology;0.9325135946273804;RDF204;Mechanical engineering;0.9979532361030579;RDF202;Industrial, systems and processes engineering;0.9063634276390076;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.896975576877594
560;Transnational families and midwifery care: Expectations, challenges and practices during pregnancy, childbirth and postpartum (Evolving Narratives of Cultures and Histories);RDF30;Medical, health and life sciences;0.8768423795700073;RDF305;Other medical sciences;0.8528129458427429;RDF303;Health sciences;0.6917056441307068;RDF304;Medical biotechnology;0.10136684030294418
561;Constructing participatory performance: the ecologies and architectures of audience engagement (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.5842425227165222;RDF508;Media and communications;0.9966365098953247;RDF501;Psychology and cognitive sciences;0.35209035873413086;RDF509;Other social sciences;0.3207415044307709
562;Development and implementation of a standardized methodology aiming to optimize the efficacy and reproducibility of findings using non-invasive brain stimulation techniques in the context of motor training (Biological Systems and Functions);RDF10;Natural sciences;0.49054718017578125;RDF106;Biological sciences;0.9962565302848816;RDF105;Earth and related environmental sciences;0.32167303562164307;RDF103;Physical sciences;0.23894953727722168
563;Putting interfaces at work (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.7995997071266174;RDF205;Chemical engineering;0.9718592166900635;RDF211;Nano-technology;0.07250525802373886;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.013676298782229424
564;Les outils de l'intersectorialité au niveau régional, comment sont-ils produits et comment opèrent-ils? (Political science and public administration);RDF20-21;Engineering and technology;0.36364659667015076;RDF202;Industrial, systems and processes engineering;0.8006530404090881;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7209580540657043;RDF203;Electrical engineering, computer engineering, and information engineering;0.6340903043746948
565;Cell biology and function of dopamine neuron connectivity in health and disease (Molecular & Cellular Neurosciences);RDF30;Medical, health and life sciences;0.9862452745437622;RDF301;Basic medicine and life sciences;0.4001339077949524;RDF303;Health sciences;0.06157904863357544;RDF304;Medical biotechnology;0.01413149293512106
566;Exploiting Graphical Optimization Models to Solve Discrete Decision Problems in Healthcare and Supply Chain Logistics (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9303722381591797;RDF202;Industrial, systems and processes engineering;0.22126653790473938;RDF211;Nano-technology;0.141622394323349;RDF207;Medical and biomedical engineering;0.13257069885730743
567;Alliance de recherche et d'action Alternatives inclusives en Santé mentale;RDF30;Medical, health and life sciences;0.582287073135376;RDF303;Health sciences;0.8927496671676636;RDF305;Other medical sciences;0.6987920999526978;RDF304;Medical biotechnology;0.2359876185655594
568;The development of a quality benchmark that identifies and addresses the determinants of online information reliability to inform information-seeking by a diverse population (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.5254495739936829;RDF508;Media and communications;0.9860038757324219;RDF505;Law and legal practice;0.30642324686050415;RDF501;Psychology and cognitive sciences;0.28477486968040466
569;Staufen2 and DNA damage (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.3978827893733978;RDF304;Medical biotechnology;0.6071974039077759;RDF301;Basic medicine and life sciences;0.5178147554397583;RDF305;Other medical sciences;0.16858302056789398
570;Ultra-high-resolution emission and absorption spectroscopy of non-equilibrium and highly-reactive plasmas applied to complex materials processing (Physics);RDF20-21;Engineering and technology;0.47984036803245544;RDF202;Industrial, systems and processes engineering;0.9482983946800232;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.869548499584198;RDF203;Electrical engineering, computer engineering, and information engineering;0.7516481280326843
571;Symmetries: Algebra and Physics;RDF10;Natural sciences;0.36188018321990967;RDF103;Physical sciences;0.8174470067024231;RDF105;Earth and related environmental sciences;0.5696132183074951;RDF107;Other natural sciences;0.2628418505191803
572;Mobilizing Women's Entrepreneurship for empowerment and local economic development;RDF50;Social sciences;0.7203003168106079;RDF502;Economics and business administration;0.9132906198501587;RDF507;Social and economic geography;0.9003984928131104;RDF501;Psychology and cognitive sciences;0.5668879151344299
573;Calmodulation of ion channels (Genes, Cells and Molecules);RDF10;Natural sciences;0.5294584631919861;RDF106;Biological sciences;0.9923415780067444;RDF103;Physical sciences;0.7813306450843811;RDF104;Chemical sciences;0.5895465612411499
574;A multidimensional approach to study the biophysics of bioadhesin interaction with advanced nanomaterials;RDF30;Medical, health and life sciences;0.36936986446380615;RDF304;Medical biotechnology;0.8617710471153259;RDF303;Health sciences;0.7604727745056152;RDF301;Basic medicine and life sciences;0.6123096942901611
575;Smart nanostructured optical coatings prepared by pulsed plasma-based techniques (Physics);RDF20-21;Engineering and technology;0.7040656208992004;RDF211;Nano-technology;0.9927672147750854;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8085212111473083;RDF202;Industrial, systems and processes engineering;0.6846463680267334
576;Développement de vêtements de protection chimique intelligents à haute performance de filtration (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9683729410171509;RDF205;Chemical engineering;0.9971606731414795;RDF211;Nano-technology;0.29614511132240295;RDF212;Other engineering and technologies;0.06797852367162704
577;Context and Culture: Linguistic Anthropology and the Legacy of Michael Silverstein;RDF50;Social sciences;0.24743789434432983;RDF509;Other social sciences;0.012205901555716991;RDF503;Education;0.002800926798954606;RDF508;Media and communications;0.0017546144081279635
578;Ultra-trace laboratory for legacy and emerging contaminants (Geosciences);RDF20-21;Engineering and technology;0.2790127396583557;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7094218730926514;RDF212;Other engineering and technologies;0.12226096540689468;RDF208;Environmental engineering and related engineering;0.0955180749297142
579;Improving vulnerable preschoolers' mental health: A superiority trial assessing the How-to Parenting Program;RDF50;Social sciences;0.5395821928977966;RDF501;Psychology and cognitive sciences;0.9801293015480042;RDF503;Education;0.7879923582077026;RDF508;Media and communications;0.22756856679916382
580;Polymeric Nanoparticles for Delivery of Ribonucleic Acids: Overcoming the Endosomal Barrier and Going Beyond the Liver (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9590901136398315;RDF211;Nano-technology;0.9996626377105713;RDF205;Chemical engineering;0.9993026852607727;RDF210;Industrial biotechnology;0.9329437017440796
581;Crime in the Decentralized Finance Industry (Law and criminology);RDF10;Natural sciences;0.20834103226661682;RDF105;Earth and related environmental sciences;0.0013484879164025187;RDF107;Other natural sciences;0.0007628132007084787;RDF103;Physical sciences;0.0003113695129286498
582;Gravitation, quantum mechanics and quantum field theory;RDF10;Natural sciences;0.29795894026756287;RDF103;Physical sciences;0.9981968402862549;RDF107;Other natural sciences;0.7640921473503113;RDF105;Earth and related environmental sciences;0.04516269639134407
583;Improving hedging effectiveness in actuarial and financial applications (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.2640271484851837;RDF304;Medical biotechnology;0.0014381351647898555;RDF305;Other medical sciences;0.0002896682999562472;RDF301;Basic medicine and life sciences;0.0001975548075279221
584;Closing the Comorbidity Gap for People Living with HIV : a Randomized Controlled Trial of Fostemsavir to Reduce Inflammaging;RDF30;Medical, health and life sciences;0.7659357190132141;RDF304;Medical biotechnology;0.9991557002067566;RDF303;Health sciences;0.9928162097930908;RDF301;Basic medicine and life sciences;0.7772893309593201
585;Autonomie des acteurs dans les relations asymétriques: États de facto et leur patron entre l'Europe et la Russie (Political science and public administration);RDF30;Medical, health and life sciences;0.35252344608306885;RDF304;Medical biotechnology;0.006332773249596357;RDF301;Basic medicine and life sciences;0.0026010938454419374;RDF302;Clinical medicine;0.0003439709253143519
586;Replacement of the femtosecond laser in the THz spectroscopic microscopy laboratory (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9810581207275391;RDF203;Electrical engineering, computer engineering, and information engineering;0.8098781704902649;RDF211;Nano-technology;0.46089544892311096;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.445770800113678
587;Bringing nutrition to life among vulnerable populations: experiences from Latin America and Canada;RDF50;Social sciences;0.3888113796710968;RDF505;Law and legal practice;0.8913863301277161;RDF507;Social and economic geography;0.8416305184364319;RDF509;Other social sciences;0.3954697549343109
