;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
465;Novel transition support program for young people with disabilities and their families: Identifying most important outcomes for program key stakeholders;RDF50;Social sciences;0.481916308403015;RDF20-21;Engineering and technology;0.119538083672524;RDF10;Natural sciences;0.117488943040371;RDF60;Humanities and the arts;0.103666692972183;RDF30;Medical, health and life sciences;0.0948493480682373;RDF40;Agricultural and veterinary sciences;0.0825407207012177
466;L'humain au coeur de la transformation du travail;RDF20-21;Engineering and technology;0.48247030377388;RDF60;Humanities and the arts;0.254373013973236;RDF50;Social sciences;0.0921526253223419;RDF30;Medical, health and life sciences;0.0651539862155914;RDF10;Natural sciences;0.0611971393227577;RDF40;Agricultural and veterinary sciences;0.0446530058979988
467;Brain connectivity-based optimization of non-invasive brain stimulation to improve cognitive symptoms in schizophrenia;RDF30;Medical, health and life sciences;0.48271581530571;RDF20-21;Engineering and technology;0.366132497787476;RDF50;Social sciences;0.0537691004574299;RDF10;Natural sciences;0.0420006923377514;RDF60;Humanities and the arts;0.0301373563706875;RDF40;Agricultural and veterinary sciences;0.0252445600926876
468;Time to investigate human visual shape perception and recognition;RDF10;Natural sciences;0.483464598655701;RDF50;Social sciences;0.179538503289223;RDF60;Humanities and the arts;0.122788138687611;RDF30;Medical, health and life sciences;0.0952296406030655;RDF20-21;Engineering and technology;0.0854353681206703;RDF40;Agricultural and veterinary sciences;0.0335437506437302
469;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis;RDF30;Medical, health and life sciences;0.483605027198792;RDF10;Natural sciences;0.190746277570725;RDF50;Social sciences;0.118628516793251;RDF20-21;Engineering and technology;0.0946438238024712;RDF60;Humanities and the arts;0.0690658167004585;RDF40;Agricultural and veterinary sciences;0.0433105453848839
470;Uncovering a New Cytotoxic Mechanism of Natural Killer Cells;RDF10;Natural sciences;0.483653634786606;RDF30;Medical, health and life sciences;0.229645535349846;RDF20-21;Engineering and technology;0.217428714036942;RDF40;Agricultural and veterinary sciences;0.0292936451733112;RDF50;Social sciences;0.0275638923048973;RDF60;Humanities and the arts;0.0124145830050111
471;La musique est-elle une prière?;RDF60;Humanities and the arts;0.483723014593124;RDF10;Natural sciences;0.274336367845535;RDF30;Medical, health and life sciences;0.185474097728729;RDF50;Social sciences;0.0208286456763744;RDF40;Agricultural and veterinary sciences;0.0179345775395632;RDF20-21;Engineering and technology;0.0177032835781574
472;Hormonal control of stamen filament growth;RDF30;Medical, health and life sciences;0.483843356370926;RDF10;Natural sciences;0.234886795282364;RDF20-21;Engineering and technology;0.114757150411606;RDF40;Agricultural and veterinary sciences;0.0706564858555794;RDF50;Social sciences;0.0555510595440865;RDF60;Humanities and the arts;0.0403051823377609
473;Development of a tailored approach to move towards a sustainable circular economy business model in the plastic film sector: the case of Balcan;RDF20-21;Engineering and technology;0.484240800142288;RDF50;Social sciences;0.198467016220093;RDF10;Natural sciences;0.1169713139534;RDF40;Agricultural and veterinary sciences;0.0775206908583641;RDF60;Humanities and the arts;0.0748317986726761;RDF30;Medical, health and life sciences;0.0479683876037598
474;Study of the effect of sex on drugs dosing, concentrations and pharmacogenomics;RDF30;Medical, health and life sciences;0.484831064939499;RDF10;Natural sciences;0.211366474628449;RDF50;Social sciences;0.111989714205265;RDF20-21;Engineering and technology;0.09304478764534;RDF60;Humanities and the arts;0.0517624579370022;RDF40;Agricultural and veterinary sciences;0.047005545347929
475;IMAGE-GUIDED INJECTION WITH A HIGH-RESOLUTION ULTRASOUND SYSTEM ADAPTED FOR RODENT USE;RDF20-21;Engineering and technology;0.485220611095428;RDF30;Medical, health and life sciences;0.215340852737427;RDF40;Agricultural and veterinary sciences;0.10048284381628;RDF60;Humanities and the arts;0.086049847304821;RDF10;Natural sciences;0.0603257343173027;RDF50;Social sciences;0.0525801330804825
476;Symmetries: Algebra and Physics;RDF10;Natural sciences;0.48594942688942;RDF20-21;Engineering and technology;0.128836870193481;RDF50;Social sciences;0.113615460693836;RDF60;Humanities and the arts;0.098727822303772;RDF40;Agricultural and veterinary sciences;0.090979591012001;RDF30;Medical, health and life sciences;0.0818908140063286
477;Multi-Precision Optimization and Methods with Inaccurate Functions and Derivatives;RDF20-21;Engineering and technology;0.486302256584168;RDF30;Medical, health and life sciences;0.175171196460724;RDF10;Natural sciences;0.10663540661335;RDF50;Social sciences;0.0918297842144966;RDF40;Agricultural and veterinary sciences;0.0728212520480156;RDF60;Humanities and the arts;0.0672401711344719
478;Methods and analytical tools to optimize patient flow;RDF20-21;Engineering and technology;0.48655492067337;RDF30;Medical, health and life sciences;0.392358601093292;RDF50;Social sciences;0.0394669361412525;RDF10;Natural sciences;0.0323153734207153;RDF40;Agricultural and veterinary sciences;0.0291934832930565;RDF60;Humanities and the arts;0.0201105792075396
479;Plateformes et usages : cinéma, télévision, jeu vidéo et création numérique;RDF60;Humanities and the arts;0.486799627542496;RDF20-21;Engineering and technology;0.160506069660187;RDF50;Social sciences;0.0962113738059998;RDF10;Natural sciences;0.0956860110163689;RDF30;Medical, health and life sciences;0.0809776037931442;RDF40;Agricultural and veterinary sciences;0.0798193365335465
480;Representation learning and exploration of data geometries;RDF20-21;Engineering and technology;0.487022757530212;RDF30;Medical, health and life sciences;0.153095722198486;RDF50;Social sciences;0.0997209995985031;RDF10;Natural sciences;0.0989514291286469;RDF60;Humanities and the arts;0.0857441276311874;RDF40;Agricultural and veterinary sciences;0.0754649117588997
481;Innover pour enseigner le management : cadres théoriques, mise en oeuvre et mesure d'impact;RDF20-21;Engineering and technology;0.487036406993866;RDF60;Humanities and the arts;0.385384947061539;RDF40;Agricultural and veterinary sciences;0.0355755984783173;RDF30;Medical, health and life sciences;0.0309055205434561;RDF10;Natural sciences;0.0305845066905022;RDF50;Social sciences;0.0305130556225777
482;Acquisition of an ultracentrifuge to support research in the field of veterinary infectious diseases;RDF40;Agricultural and veterinary sciences;0.487242072820663;RDF30;Medical, health and life sciences;0.301036268472672;RDF20-21;Engineering and technology;0.143190190196037;RDF10;Natural sciences;0.0260349754244089;RDF50;Social sciences;0.0240607019513845;RDF60;Humanities and the arts;0.0184357557445765
483;Impact of transient neonatal hyperoxia on skeletal muscle development: Relevance for impaired exercise capacity after preterm birth;RDF30;Medical, health and life sciences;0.487412035465241;RDF10;Natural sciences;0.182090982794762;RDF50;Social sciences;0.110722683370113;RDF20-21;Engineering and technology;0.0920307636260986;RDF60;Humanities and the arts;0.0697568356990814;RDF40;Agricultural and veterinary sciences;0.057986781001091
484;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease;RDF30;Medical, health and life sciences;0.488389551639557;RDF20-21;Engineering and technology;0.232308313250542;RDF10;Natural sciences;0.100737869739532;RDF50;Social sciences;0.0833724960684776;RDF60;Humanities and the arts;0.0562467165291309;RDF40;Agricultural and veterinary sciences;0.0389450788497925
485;3D Bioprinting of Cardiac Tissues;RDF30;Medical, health and life sciences;0.488447219133377;RDF20-21;Engineering and technology;0.475139915943146;RDF10;Natural sciences;0.0127193564549088;RDF50;Social sciences;0.00923611037433147;RDF40;Agricultural and veterinary sciences;0.00760245975106955;RDF60;Humanities and the arts;0.00685506733134389
486;Novel regulatory mechanisms of the mammalian nuclear proteasome through liquid-liquid phase separation;RDF20-21;Engineering and technology;0.488469302654266;RDF10;Natural sciences;0.206322580575943;RDF30;Medical, health and life sciences;0.190754547715187;RDF50;Social sciences;0.0574188530445099;RDF60;Humanities and the arts;0.0360790453851223;RDF40;Agricultural and veterinary sciences;0.0209555234760046
487;Molecular insights into the targeting of proteins to the inner nuclear membrane;RDF20-21;Engineering and technology;0.488762378692627;RDF10;Natural sciences;0.259449303150177;RDF30;Medical, health and life sciences;0.146958142518997;RDF50;Social sciences;0.0530276410281658;RDF60;Humanities and the arts;0.0288052130490541;RDF40;Agricultural and veterinary sciences;0.0229972694069147
488;Multimodal Sensing Guidewire with Random Optical Gratings by Ultraviolet laser Exposure for Peripheral Vascular Interventions;RDF20-21;Engineering and technology;0.490261167287827;RDF30;Medical, health and life sciences;0.444464921951294;RDF10;Natural sciences;0.0210687685757875;RDF50;Social sciences;0.0207251515239477;RDF60;Humanities and the arts;0.0144412619993091;RDF40;Agricultural and veterinary sciences;0.00903873890638351
489;Generative models for 3D textures;RDF20-21;Engineering and technology;0.491662442684174;RDF30;Medical, health and life sciences;0.157828241586685;RDF60;Humanities and the arts;0.131387293338776;RDF40;Agricultural and veterinary sciences;0.073521189391613;RDF50;Social sciences;0.0730082020163536;RDF10;Natural sciences;0.0725926086306572
490;Dual-Energy Cone-Beam CT as an online quantitative imaging modality for adaptive radiotherapy;RDF30;Medical, health and life sciences;0.491928637027741;RDF20-21;Engineering and technology;0.436444163322449;RDF50;Social sciences;0.0238613057881594;RDF60;Humanities and the arts;0.0203347206115723;RDF10;Natural sciences;0.0180423855781555;RDF40;Agricultural and veterinary sciences;0.00938872527331114
491;Dumping of waste rocks (WR) in mine stopes being filled with paste backfill (PB): Experimental and numerical investigations on the natural mixing behavior between WR and PB;RDF10;Natural sciences;0.492065876722336;RDF20-21;Engineering and technology;0.28990775346756;RDF50;Social sciences;0.0836560800671578;RDF60;Humanities and the arts;0.0678598880767822;RDF30;Medical, health and life sciences;0.0360906049609184;RDF40;Agricultural and veterinary sciences;0.0304197240620852
492;Sex- and hormone-dependent recruitment of inhibitory neurons in rodent sensory cortex;RDF10;Natural sciences;0.492214798927307;RDF50;Social sciences;0.146622613072395;RDF20-21;Engineering and technology;0.134929180145264;RDF30;Medical, health and life sciences;0.0942223221063614;RDF60;Humanities and the arts;0.0767185017466545;RDF40;Agricultural and veterinary sciences;0.0552926361560822
493;Penser le temps de la maladie chronique : l'expertise littéraire à l'appui des pratiques de soin;RDF60;Humanities and the arts;0.492535978555679;RDF30;Medical, health and life sciences;0.299469947814941;RDF40;Agricultural and veterinary sciences;0.0793406292796135;RDF20-21;Engineering and technology;0.0581235662102699;RDF10;Natural sciences;0.0375698916614056;RDF50;Social sciences;0.0329600609838963
494;Is quantitative research in political science credible?;RDF50;Social sciences;0.492594361305237;RDF10;Natural sciences;0.137079164385796;RDF60;Humanities and the arts;0.109795786440372;RDF20-21;Engineering and technology;0.0958551168441773;RDF40;Agricultural and veterinary sciences;0.086945928633213;RDF30;Medical, health and life sciences;0.077729657292366
495;Solidarité et entraide dans le contexte de l'autisme et du vieillissement;RDF30;Medical, health and life sciences;0.492714554071426;RDF50;Social sciences;0.17086935043335;RDF60;Humanities and the arts;0.112520612776279;RDF40;Agricultural and veterinary sciences;0.0820961445569992;RDF20-21;Engineering and technology;0.0718631148338318;RDF10;Natural sciences;0.0699362680315971
496;Advancing Machine Learning with Causal Models;RDF20-21;Engineering and technology;0.494029074907303;RDF30;Medical, health and life sciences;0.196248665452003;RDF40;Agricultural and veterinary sciences;0.0996480956673622;RDF50;Social sciences;0.082228422164917;RDF10;Natural sciences;0.0652299672365189;RDF60;Humanities and the arts;0.062615767121315
497;Une histoire écrite avec des si. Les devenirs romanesques des idéaux libertaires (1898-1940);RDF60;Humanities and the arts;0.495446592569351;RDF20-21;Engineering and technology;0.175404608249664;RDF50;Social sciences;0.109060347080231;RDF30;Medical, health and life sciences;0.0785015448927879;RDF40;Agricultural and veterinary sciences;0.0728840380907059;RDF10;Natural sciences;0.0687029585242271
498;Multimode determination of gene transcription and metabolic labeling;RDF20-21;Engineering and technology;0.496306359767914;RDF30;Medical, health and life sciences;0.261765480041504;RDF10;Natural sciences;0.149168357253075;RDF50;Social sciences;0.0350881405174732;RDF40;Agricultural and veterinary sciences;0.0305156446993351;RDF60;Humanities and the arts;0.0271560754626989
499;Interpretable Machine Learning Approaches Applied to Omics Datasets;RDF20-21;Engineering and technology;0.496463894844055;RDF30;Medical, health and life sciences;0.178206726908684;RDF40;Agricultural and veterinary sciences;0.0953356921672821;RDF50;Social sciences;0.0877809002995491;RDF10;Natural sciences;0.0726237446069717;RDF60;Humanities and the arts;0.0695889964699745
500;Redox regulation of the antiviral response : role of oxidative post-translational modifications of MAVS;RDF30;Medical, health and life sciences;0.498136729001999;RDF10;Natural sciences;0.196637153625488;RDF20-21;Engineering and technology;0.15336138010025;RDF50;Social sciences;0.0588991940021515;RDF40;Agricultural and veterinary sciences;0.0538600981235504;RDF60;Humanities and the arts;0.0391053631901741
501;Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases;RDF30;Medical, health and life sciences;0.499031841754913;RDF20-21;Engineering and technology;0.414083272218704;RDF40;Agricultural and veterinary sciences;0.0273861438035965;RDF10;Natural sciences;0.0265521742403507;RDF50;Social sciences;0.0203178506344557;RDF60;Humanities and the arts;0.0126287369057536
502;NÉONUM : infrastructure de veille pour la néologie en français québécois;RDF10;Natural sciences;0.500992119312286;RDF20-21;Engineering and technology;0.369011402130127;RDF40;Agricultural and veterinary sciences;0.0728216245770454;RDF60;Humanities and the arts;0.0354057848453522;RDF30;Medical, health and life sciences;0.0114820078015327;RDF50;Social sciences;0.0102871404960752
503;Dynamic Games: Theory, Algorithms and Applications;RDF20-21;Engineering and technology;0.50100702047348;RDF50;Social sciences;0.135443612933159;RDF30;Medical, health and life sciences;0.100118637084961;RDF10;Natural sciences;0.0945436581969261;RDF60;Humanities and the arts;0.0923636183142662;RDF40;Agricultural and veterinary sciences;0.0765233859419823
504;Putting interfaces at work;RDF20-21;Engineering and technology;0.501241981983185;RDF30;Medical, health and life sciences;0.159989282488823;RDF50;Social sciences;0.114398650825024;RDF40;Agricultural and veterinary sciences;0.0933575257658958;RDF10;Natural sciences;0.0788327157497406;RDF60;Humanities and the arts;0.0521798320114613
505;Predicting the Progression and Brace Treatment Response in Spinal Deformities with Temporal-based Machine Learning Approaches;RDF20-21;Engineering and technology;0.502250969409943;RDF30;Medical, health and life sciences;0.412903845310211;RDF50;Social sciences;0.029103422537446;RDF10;Natural sciences;0.0274983774870634;RDF40;Agricultural and veterinary sciences;0.0143343023955822;RDF60;Humanities and the arts;0.0139090912416577
506;Enjeux émergents liés à la présence de manganèse dans les eaux potables;RDF20-21;Engineering and technology;0.505136966705322;RDF60;Humanities and the arts;0.313915520906448;RDF10;Natural sciences;0.0825833380222321;RDF40;Agricultural and veterinary sciences;0.050219688564539;RDF30;Medical, health and life sciences;0.0295593347400427;RDF50;Social sciences;0.0185851361602545
507;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé;RDF30;Medical, health and life sciences;0.506812691688538;RDF10;Natural sciences;0.194433972239494;RDF50;Social sciences;0.13880629837513;RDF60;Humanities and the arts;0.0869609788060188;RDF40;Agricultural and veterinary sciences;0.047570139169693;RDF20-21;Engineering and technology;0.025415975600481
508;A mixed methods study of stakeholders' perspectives on ethical and logistical issues related to advanced living donation in kidney transplantation in Canada, and a proposal for guidelines in a Canadian context;RDF30;Medical, health and life sciences;0.507229745388031;RDF50;Social sciences;0.18170690536499;RDF20-21;Engineering and technology;0.11553880572319;RDF10;Natural sciences;0.0903288945555687;RDF60;Humanities and the arts;0.0537659525871277;RDF40;Agricultural and veterinary sciences;0.0514297038316727
509;Targeting 14-3-3zeta to promote human pancreatic beta-cell proliferation;RDF30;Medical, health and life sciences;0.509882867336273;RDF20-21;Engineering and technology;0.256831169128418;RDF10;Natural sciences;0.119625523686409;RDF50;Social sciences;0.0571667142212391;RDF40;Agricultural and veterinary sciences;0.0295423213392496;RDF60;Humanities and the arts;0.0269514787942171
510;Targeting BMP signaling in the tumor endothelium to improve cancer immunotherapy;RDF30;Medical, health and life sciences;0.510296165943146;RDF20-21;Engineering and technology;0.345651537179947;RDF50;Social sciences;0.0508754514157772;RDF10;Natural sciences;0.0501072891056538;RDF60;Humanities and the arts;0.0241346526890993;RDF40;Agricultural and veterinary sciences;0.0189348347485065
511;Disentangling the Kinematics of the Solar Neighborhood to Calibrate the Ages of Stars and Exoplanets;RDF20-21;Engineering and technology;0.513153612613678;RDF10;Natural sciences;0.322441279888153;RDF50;Social sciences;0.0601921416819096;RDF60;Humanities and the arts;0.0402318984270096;RDF40;Agricultural and veterinary sciences;0.0336232110857964;RDF30;Medical, health and life sciences;0.0303577724844217
512;Calmodulation of ion channels;RDF20-21;Engineering and technology;0.513953626155853;RDF30;Medical, health and life sciences;0.16746424138546;RDF10;Natural sciences;0.165669813752174;RDF50;Social sciences;0.0535927452147007;RDF60;Humanities and the arts;0.0507772006094456;RDF40;Agricultural and veterinary sciences;0.0485424660146236
513;Acceptability, user experience and effect of a new mobile app, 'OUPS!', a FemTech solution designed for the treatment of urinary incontinence in menopausal women: a mixed method study;RDF30;Medical, health and life sciences;0.514267504215241;RDF20-21;Engineering and technology;0.303710132837296;RDF50;Social sciences;0.0579865872859955;RDF10;Natural sciences;0.0562007166445255;RDF60;Humanities and the arts;0.0380012765526772;RDF40;Agricultural and veterinary sciences;0.0298338755965233
514;Nouvelle méthodologie prenant en compte les hydrogrammes probabilistes de rupture de barrages par temps sec pour déterminer les vraies zones à risque tenant compte du recul des berges et de l'érosion fluviale;RDF20-21;Engineering and technology;0.514757752418518;RDF30;Medical, health and life sciences;0.359203636646271;RDF10;Natural sciences;0.0532021671533585;RDF40;Agricultural and veterinary sciences;0.0424132123589516;RDF60;Humanities and the arts;0.0166534762829542;RDF50;Social sciences;0.0137696815654635
515;Regulation of innate antiviral defenses through Interleukin-17 receptor D (IL-17RD);RDF30;Medical, health and life sciences;0.514838516712189;RDF10;Natural sciences;0.112222529947758;RDF50;Social sciences;0.111942857503891;RDF20-21;Engineering and technology;0.110744714736938;RDF40;Agricultural and veterinary sciences;0.0892461314797401;RDF60;Humanities and the arts;0.0610053166747093
516;Reaction mechanisms of catalytic reactions using earth-abundant metals;RDF20-21;Engineering and technology;0.515342235565186;RDF10;Natural sciences;0.255073010921478;RDF50;Social sciences;0.0762399435043335;RDF30;Medical, health and life sciences;0.0682336241006851;RDF60;Humanities and the arts;0.0491984188556671;RDF40;Agricultural and veterinary sciences;0.0359128639101982
517;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action;RDF30;Medical, health and life sciences;0.515593945980072;RDF20-21;Engineering and technology;0.229796871542931;RDF10;Natural sciences;0.102773353457451;RDF50;Social sciences;0.0560193248093128;RDF40;Agricultural and veterinary sciences;0.0523220784962177;RDF60;Humanities and the arts;0.0434944033622742
518;Companies and States: The Compagnie des Indes occidentales and the Reconfiguration of Authority in the French Atlantic, 1664-1674;RDF50;Social sciences;0.516066491603851;RDF10;Natural sciences;0.109943322837353;RDF20-21;Engineering and technology;0.107816360890865;RDF40;Agricultural and veterinary sciences;0.105404943227768;RDF30;Medical, health and life sciences;0.0978028252720833;RDF60;Humanities and the arts;0.062966026365757
519;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie;RDF50;Social sciences;0.516893923282623;RDF60;Humanities and the arts;0.472645819187164;RDF20-21;Engineering and technology;0.00415160181000829;RDF10;Natural sciences;0.00241639651358128;RDF30;Medical, health and life sciences;0.00224434421397746;RDF40;Agricultural and veterinary sciences;0.00164789264090359
520;À la rencontre des réalités virtuelle et concrète : la place de la scénographie dans la cocréation opératique;RDF20-21;Engineering and technology;0.517549276351929;RDF60;Humanities and the arts;0.32611882686615;RDF50;Social sciences;0.048816978931427;RDF30;Medical, health and life sciences;0.0425031296908855;RDF10;Natural sciences;0.0406390242278576;RDF40;Agricultural and veterinary sciences;0.0243728011846542
521;Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services;RDF20-21;Engineering and technology;0.518916547298431;RDF60;Humanities and the arts;0.219743832945824;RDF50;Social sciences;0.128196969628334;RDF30;Medical, health and life sciences;0.0546000674366951;RDF10;Natural sciences;0.0416904650628567;RDF40;Agricultural and veterinary sciences;0.0368521548807621
522;Le confinement : étude comparée du choix d'un instrument de politique publique extrême;RDF50;Social sciences;0.519004940986633;RDF20-21;Engineering and technology;0.152476564049721;RDF60;Humanities and the arts;0.113530300557613;RDF10;Natural sciences;0.102521046996117;RDF30;Medical, health and life sciences;0.0593914650380611;RDF40;Agricultural and veterinary sciences;0.0530757047235966
523;Metabolic and translational dependencies of activated T cells;RDF30;Medical, health and life sciences;0.519530177116394;RDF10;Natural sciences;0.139133363962173;RDF50;Social sciences;0.114248774945736;RDF20-21;Engineering and technology;0.107967674732208;RDF40;Agricultural and veterinary sciences;0.0680537223815918;RDF60;Humanities and the arts;0.0510662756860256
524;How spokespersons stand for, act for, and speak for a collective: Understanding the communicative inner workings of political representation and its organizing effects;RDF50;Social sciences;0.520049631595612;RDF60;Humanities and the arts;0.119995355606079;RDF10;Natural sciences;0.115631267428398;RDF20-21;Engineering and technology;0.0963100790977478;RDF30;Medical, health and life sciences;0.0766303688287735;RDF40;Agricultural and veterinary sciences;0.0713832601904869
525;Spatial complexity of cardiac cell culture and spatial-temporal bioelectric activity: granularity and mechanical-electrical feedback;RDF30;Medical, health and life sciences;0.520235061645508;RDF20-21;Engineering and technology;0.221490532159805;RDF10;Natural sciences;0.110305801033974;RDF50;Social sciences;0.0661793798208237;RDF60;Humanities and the arts;0.0524457432329655;RDF40;Agricultural and veterinary sciences;0.0293434094637632
526;Data-driven theory : adversarial immunodynamics, modelling and machine learning for engineered lymphocytes in the context of cancer immunotherapy;RDF30;Medical, health and life sciences;0.521033644676209;RDF20-21;Engineering and technology;0.309269100427628;RDF10;Natural sciences;0.0514947548508644;RDF50;Social sciences;0.0502789691090584;RDF60;Humanities and the arts;0.0359255895018578;RDF40;Agricultural and veterinary sciences;0.0319979824125767
527;"Le ""patient expert"": enjeux épistémiques et normatifs";RDF20-21;Engineering and technology;0.521054804325104;RDF30;Medical, health and life sciences;0.308982372283936;RDF60;Humanities and the arts;0.102190464735031;RDF50;Social sciences;0.0270494651049376;RDF10;Natural sciences;0.027027340605855;RDF40;Agricultural and veterinary sciences;0.013695633970201
528;Shoulder musculoskeletal modeling: from data-tracking to predictive simulations;RDF30;Medical, health and life sciences;0.521714985370636;RDF20-21;Engineering and technology;0.152265220880508;RDF10;Natural sciences;0.111472845077515;RDF50;Social sciences;0.0897934287786484;RDF60;Humanities and the arts;0.0719382762908936;RDF40;Agricultural and veterinary sciences;0.0528152212500572
529;Inhabiting altered worlds: sensory experiences following traumatic brain injuries;RDF30;Medical, health and life sciences;0.522519648075104;RDF50;Social sciences;0.126680880784988;RDF10;Natural sciences;0.114936731755733;RDF20-21;Engineering and technology;0.0882925614714623;RDF60;Humanities and the arts;0.0881856083869934;RDF40;Agricultural and veterinary sciences;0.0593845434486866
530;Comparative Effectiveness of Repetitive Versus Deep Transcranial Magnetic Stimulation for Major Depression: A Randomized Controlled Trial;RDF30;Medical, health and life sciences;0.52290803194046;RDF20-21;Engineering and technology;0.178370475769043;RDF50;Social sciences;0.109282046556473;RDF10;Natural sciences;0.0990843176841736;RDF40;Agricultural and veterinary sciences;0.045178197324276;RDF60;Humanities and the arts;0.0451769381761551
531;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques;RDF20-21;Engineering and technology;0.524382650852203;RDF10;Natural sciences;0.221509918570519;RDF40;Agricultural and veterinary sciences;0.123573310673237;RDF60;Humanities and the arts;0.0639715567231178;RDF30;Medical, health and life sciences;0.0386116020381451;RDF50;Social sciences;0.0279510077089071
532;Intelligent video surveillance to detect mobility problems of older adults at home: from fall detection to fall prevention;RDF20-21;Engineering and technology;0.524549663066864;RDF30;Medical, health and life sciences;0.221583321690559;RDF50;Social sciences;0.120545111596584;RDF10;Natural sciences;0.0634567141532898;RDF60;Humanities and the arts;0.0388874858617783;RDF40;Agricultural and veterinary sciences;0.0309777986258268
533;Sexual selection and the evolution of cognition;RDF10;Natural sciences;0.526229798793793;RDF50;Social sciences;0.166928425431252;RDF60;Humanities and the arts;0.0842081308364868;RDF30;Medical, health and life sciences;0.0800805166363716;RDF40;Agricultural and veterinary sciences;0.072310209274292;RDF20-21;Engineering and technology;0.0702428743243218
534;Dans l'intérêt du patient : la relation thérapeutique au sein de la Collection hippocratique;RDF30;Medical, health and life sciences;0.526439428329468;RDF40;Agricultural and veterinary sciences;0.170662820339203;RDF60;Humanities and the arts;0.156861007213593;RDF20-21;Engineering and technology;0.0539778508245945;RDF10;Natural sciences;0.0491342470049858;RDF50;Social sciences;0.042924664914608
535;An OCT-controlled system for precise and reproducible subretinal drug injection in mice;RDF20-21;Engineering and technology;0.52751237154007;RDF30;Medical, health and life sciences;0.335007131099701;RDF10;Natural sciences;0.0561130978167057;RDF40;Agricultural and veterinary sciences;0.0354287624359131;RDF50;Social sciences;0.0276006851345301;RDF60;Humanities and the arts;0.0183379147201777
536;Ultra-high-resolution emission and absorption spectroscopy of non-equilibrium and highly-reactive plasmas applied to complex materials processing;RDF20-21;Engineering and technology;0.527580380439758;RDF10;Natural sciences;0.116734676063061;RDF50;Social sciences;0.111418463289738;RDF60;Humanities and the arts;0.107899345457554;RDF30;Medical, health and life sciences;0.0770621746778488;RDF40;Agricultural and veterinary sciences;0.0593048855662346
537;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.527947247028351;RDF20-21;Engineering and technology;0.236503019928932;RDF10;Natural sciences;0.080880306661129;RDF50;Social sciences;0.0752662569284439;RDF60;Humanities and the arts;0.0476563610136509;RDF40;Agricultural and veterinary sciences;0.0317467898130417
538;Études des mécanismes de colonisation de Clostridium perfringens en productions animales;RDF40;Agricultural and veterinary sciences;0.528182208538055;RDF20-21;Engineering and technology;0.286010980606079;RDF30;Medical, health and life sciences;0.0991907864809036;RDF10;Natural sciences;0.0612747073173523;RDF60;Humanities and the arts;0.0184586625546217;RDF50;Social sciences;0.0068826493807137
539;Sustainable Healthy Cities: The Interplay between Urban Interventions, Gentrification, and Population Health;RDF50;Social sciences;0.528510391712189;RDF30;Medical, health and life sciences;0.176020070910454;RDF10;Natural sciences;0.114886224269867;RDF20-21;Engineering and technology;0.0777657553553581;RDF60;Humanities and the arts;0.0520944036543369;RDF40;Agricultural and veterinary sciences;0.0507231466472149
540;Supramolecular strategies to target cellular membranes;RDF20-21;Engineering and technology;0.528698980808258;RDF30;Medical, health and life sciences;0.250077962875366;RDF10;Natural sciences;0.118925489485264;RDF50;Social sciences;0.0536944903433323;RDF60;Humanities and the arts;0.0264161862432957;RDF40;Agricultural and veterinary sciences;0.0221869684755802
541;Computational methods and frameworks for unsupervised machine learning;RDF20-21;Engineering and technology;0.529741048812866;RDF30;Medical, health and life sciences;0.16831237077713;RDF40;Agricultural and veterinary sciences;0.0828485861420631;RDF10;Natural sciences;0.0787140652537346;RDF50;Social sciences;0.07801653444767;RDF60;Humanities and the arts;0.0623674876987934
542;Investigating Intercommunications of Glioblastoma with Brain Microenvironment using 3D Organoid;RDF30;Medical, health and life sciences;0.529886722564697;RDF20-21;Engineering and technology;0.384107947349548;RDF10;Natural sciences;0.0399292074143887;RDF50;Social sciences;0.0226198080927134;RDF40;Agricultural and veterinary sciences;0.0120791001245379;RDF60;Humanities and the arts;0.011377309449017
543;4D spheroids identify type I protein arginine methyltransferases as a target in NSCLC;RDF30;Medical, health and life sciences;0.530164897441864;RDF20-21;Engineering and technology;0.218595132231712;RDF10;Natural sciences;0.10374378412962;RDF50;Social sciences;0.0719425156712532;RDF60;Humanities and the arts;0.0466548725962639;RDF40;Agricultural and veterinary sciences;0.0288988370448351
