;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
508;Improving endurance performance using maple syrup;RDF20-21;Engineering and technology;0.4171028733253479;RDF210;Industrial biotechnology;0.1056530699133873;RDF212;Other engineering and technologies;0.09946484863758087;RDF202;Industrial, systems and processes engineering;0.027863018214702606
509;Multi-Omic Primate Adaptation to Local Environments (Evolution and Ecology);RDF10;Natural sciences;0.9167031049728394;RDF105;Earth and related environmental sciences;0.7645487785339355;RDF106;Biological sciences;0.5607553720474243;RDF107;Other natural sciences;0.004685741383582354
510;The Role of the State for Long-run Economic Development in Europe (Economics);RDF50;Social sciences;0.18564409017562866;RDF502;Economics and business administration;0.22637303173542023;RDF507;Social and economic geography;0.015956126153469086;RDF503;Education;0.0002873354824259877
511;Éditions critiques numériques et multilinguisme;RDF20-21;Engineering and technology;0.38473519682884216;RDF203;Electrical engineering, computer engineering, and information engineering;0.6337532997131348;RDF212;Other engineering and technologies;0.5098682641983032;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.431282639503479
512;Metabolic control of vascular regeneration in retinopathy of prematurity (Clinical Investigation – Reproduction, Maternal, Child and Youth Health);RDF30;Medical, health and life sciences;0.9785802364349365;RDF303;Health sciences;0.9950211048126221;RDF302;Clinical medicine;0.9863503575325012;RDF304;Medical biotechnology;0.534176766872406
513;Mechanics and dynamics of mineral dust production within cold climates (Geosciences);RDF10;Natural sciences;0.7781466245651245;RDF105;Earth and related environmental sciences;0.1554180085659027;RDF107;Other natural sciences;0.0005491538904607296;RDF103;Physical sciences;0.0003179198829457164
514;Biosecurity in Canadian dairy farms: Unraveling the epidemiology of bovine infectious diseases and refining diagnostic strategies to improve their detection, prevention and control (Biological Systems and Functions);RDF10;Natural sciences;0.53543621301651;RDF106;Biological sciences;0.9774644374847412;RDF107;Other natural sciences;0.0010790893575176597;RDF105;Earth and related environmental sciences;0.0002752593718469143
515;Mobilité urbaine et ressources langagières à Santiago du Chili (Linguistics and translation);RDF60;Humanities and the arts;0.1958104968070984;RDF602;Languages and literature;0.01217880379408598;RDF605;Other humanities;0.003268203465268016;RDF601;History, archaeology and related studies;0.00014333022409118712
516;Pays perdus, terres promises : deux imaginaires du territoire de l'Antiquité à nos jours;RDF60;Humanities and the arts;0.24642892181873322;RDF601;History, archaeology and related studies;0.9230865836143494;RDF602;Languages and literature;0.8205553293228149;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.007579362951219082
517;Supraionic engineering of liquid electrolytes for electrochemistry and ionometallurgy;RDF20-21;Engineering and technology;0.9410133361816406;RDF211;Nano-technology;0.06281609833240509;RDF205;Chemical engineering;0.006499560084193945;RDF212;Other engineering and technologies;0.006368865724653006
518;Pricing and Profitability in Non-Life Insurance;RDF50;Social sciences;0.20723171532154083;RDF502;Economics and business administration;0.03408925235271454;RDF509;Other social sciences;0.00372955109924078;RDF507;Social and economic geography;0.001618125825189054
519;Regulation of glycolysis in T cell metabolic reprogramming (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.33099254965782166;RDF304;Medical biotechnology;0.2440102994441986;RDF301;Basic medicine and life sciences;0.2246970534324646;RDF303;Health sciences;0.1705964356660843
520;After-images and urban spaces: lesbian, gay and queer visible presence in Montreal (1950-1990) (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.3110911548137665;RDF508;Media and communications;0.8096981048583984;RDF509;Other social sciences;0.03514175862073898;RDF503;Education;0.0017116375965997577
521;Heterochromatin Protein 1 (HP1) in maternal infertility and embryonic development (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.6597798466682434;RDF303;Health sciences;0.24247409403324127;RDF301;Basic medicine and life sciences;0.08197160810232162;RDF304;Medical biotechnology;0.04688898101449013
522;Chronic non-cancer pain, substance use, and related harms: Towards an optimal treatment pathway for people who inject drugs in the context of the opioid crisis (Behavioural Sciences – Clinical Behavioural Sciences);RDF30;Medical, health and life sciences;0.3762805759906769;RDF302;Clinical medicine;0.03576035797595978;RDF303;Health sciences;0.0034866079222410917;RDF301;Basic medicine and life sciences;0.0002766718971543014
523;Simulation stochastique à haute résolution spatiale pour les études des risques d'inondation en milieu urbain;RDF20-21;Engineering and technology;0.6956931352615356;RDF208;Environmental engineering and related engineering;0.9487804770469666;RDF212;Other engineering and technologies;0.10522028058767319;RDF209;Environmental biotechnology;0.10419998317956924
524;Innovative mobile health treatment modality to treat sleep difficulties in healthcare workers working on atypical work schedules;RDF30;Medical, health and life sciences;0.6190624237060547;RDF303;Health sciences;0.909278392791748;RDF302;Clinical medicine;0.12310338765382767;RDF304;Medical biotechnology;0.08641230314970016
525;Interpretable Machine Learning Approaches Applied to Omics Datasets (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.4227195382118225;RDF301;Basic medicine and life sciences;0.29024434089660645;RDF304;Medical biotechnology;0.22054848074913025;RDF303;Health sciences;0.10186699032783508
526;Prevention and treatment of preeclampsia using exercise training and Angiotensin-(1-7): determining the mechanisms and clinical potential (Cardiovascular System – Heart and Circulation);RDF30;Medical, health and life sciences;0.8719686269760132;RDF303;Health sciences;0.9367907047271729;RDF302;Clinical medicine;0.3945968747138977;RDF301;Basic medicine and life sciences;0.11103513836860657
527;Connecting MRI physics and artificial intelligence to advance novel acquisition and analyses technologies for neuroimaging applications (Physics);RDF20-21;Engineering and technology;0.3029865026473999;RDF212;Other engineering and technologies;0.0013939804630354047;RDF207;Medical and biomedical engineering;0.000690004148054868;RDF211;Nano-technology;0.00012967392103746533
528;The Paperology Symposium;RDF60;Humanities and the arts;0.27450060844421387;RDF602;Languages and literature;0.02043478563427925;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.002289690775796771;RDF605;Other humanities;0.0004544987459667027
529;Mechanisms affecting follicular development and ovulation in the Bovine model;RDF40;Agricultural and veterinary sciences;0.39976102113723755;RDF402;Animal and dairy sciences;0.8424374461174011;RDF403;Veterinary sciences;0.23952092230319977;RDF404;Agricultural biotechnology and food sciences;0.03690241649746895
530;Measuring and modeling large-scale electrophysiological brain dynamics: From neural mechanisms to cognitive processes (Biological Systems and Functions);RDF10;Natural sciences;0.26246047019958496;RDF106;Biological sciences;0.8747603297233582;RDF107;Other natural sciences;0.0005853030015714467;RDF102;Computer and information sciences;0.00015394552610814571
531;Apprentissage des jeunes adultes touchés par un cancer du sang : création de solutions à l'aide du co-design;RDF30;Medical, health and life sciences;0.7256970405578613;RDF303;Health sciences;0.920312225818634;RDF302;Clinical medicine;0.19409380853176117;RDF301;Basic medicine and life sciences;0.18379217386245728
532;Mentalisation parentale non verbale sous la loupe : Valeur ajoutée à la relation parent-enfant et complémentarité avec la mentalisation parentale verbale (Psychology, linguistics and translation);RDF50;Social sciences;0.22308829426765442;RDF501;Psychology and cognitive sciences;0.04892316088080406;RDF509;Other social sciences;0.0044812471605837345;RDF503;Education;0.0029794564470648766
533;A multifactorial and integrative approach to investigate spoken discourse in Canadian French (Mutidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9842591285705566;RDF504;Sociology and related studies;0.4125690162181854;RDF509;Other social sciences;0.005621124058961868;RDF506;Political science and policy administration;0.0038033095188438892
534;Opening the blackbox on the relation between participation in hackathons and the development of longer-term collaborative capabilities;RDF20-21;Engineering and technology;0.450890451669693;RDF202;Industrial, systems and processes engineering;0.2150220423936844;RDF212;Other engineering and technologies;0.19336208701133728;RDF203;Electrical engineering, computer engineering, and information engineering;0.19321902096271515
535;A multi-country comparison of COVID-19 response: Planning, implementation, and health system resilience (Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research);RDF30;Medical, health and life sciences;0.4052926301956177;RDF303;Health sciences;0.7546971440315247;RDF302;Clinical medicine;0.027607236057519913;RDF301;Basic medicine and life sciences;0.004620206542313099
536;Participatory Democracy and the Canadian Genetic Non-Discrimination Act (Multidisciplinary or interdisciplinary humanities);RDF60;Humanities and the arts;0.5355150699615479;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7748187184333801;RDF601;History, archaeology and related studies;0.5170180201530457;RDF602;Languages and literature;0.2544099986553192
537;Levelling the Playing Fields: Creating the conditions for free-play to emerge in cities (Public, Community & Population Health);RDF50;Social sciences;0.3528396487236023;RDF507;Social and economic geography;0.14101137220859528;RDF504;Sociology and related studies;0.006196499802172184;RDF509;Other social sciences;0.0039804293774068356
538;Using prospective and observational designs to study support processes and sexual well-being in long-term couples (Psychology);RDF50;Social sciences;0.4157273471355438;RDF501;Psychology and cognitive sciences;0.62788325548172;RDF509;Other social sciences;0.0009558117599226534;RDF504;Sociology and related studies;0.0005384724354371428
539;Molecular dissection of mitotic kinase functions using chemogenomics (Genes, Cells and Molecules);RDF10;Natural sciences;0.47590768337249756;RDF106;Biological sciences;0.7922137379646301;RDF104;Chemical sciences;0.3588767349720001;RDF107;Other natural sciences;0.005707591772079468
540;Compassion and Collective Care in Long-Term Care Settings: A Communicative Perspective (Communications, media studies, gender studies, library and information science, related fields);RDF60;Humanities and the arts;0.2798805832862854;RDF605;Other humanities;0.05827955901622772;RDF602;Languages and literature;0.0007168304291553795;RDF603;Philosophy;0.00019194994820281863
541;Towards a better understanding of contaminant bioavailability- urgent replacement of photosynthetic incubators (Geosciences);RDF10;Natural sciences;0.40219834446907043;RDF105;Earth and related environmental sciences;0.8933281302452087;RDF107;Other natural sciences;0.0004958412609994411;RDF103;Physical sciences;0.0003195494064129889
542;Marking Monastic Space: The Spatial Iconography of Inscribed Capitals, 1080-1160 (Fine arts, research-creation);RDF60;Humanities and the arts;0.7332635521888733;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0070694731548428535;RDF605;Other humanities;0.0031747263856232166;RDF601;History, archaeology and related studies;0.0017737833550199866
543;Dans l'intérêt du patient : la relation thérapeutique au sein de la Collection hippocratique (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.9444211721420288;RDF603;Philosophy;0.9564043283462524;RDF605;Other humanities;0.8961737155914307;RDF602;Languages and literature;0.019655684009194374
544;Advanced methods for depth-based human pose estimation and motion analysis: application to vital signs monitoring in the intensive care unit (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9648574590682983;RDF203;Electrical engineering, computer engineering, and information engineering;0.6499091386795044;RDF207;Medical and biomedical engineering;0.0016853425186127424;RDF212;Other engineering and technologies;0.0008927455055527389
545;RÉAC ! Réactivité de la prise en charge des nouveaux arrivants face à la pandémie de COVID-19 à Montréal, Sherbrooke et Toronto : une recherche mixte participative (Health Policy & Systems Management Research);RDF30;Medical, health and life sciences;0.42569059133529663;RDF303;Health sciences;0.959121823310852;RDF304;Medical biotechnology;0.020524777472019196;RDF305;Other medical sciences;0.013636123389005661
546;Public School Choice and Refugee Assignment: (Dynamic) Minimal Instability for Non-Unit Capacities and for Lotteries and Weak Priorities (Economics);RDF50;Social sciences;0.24938072264194489;RDF503;Education;0.8673884272575378;RDF507;Social and economic geography;0.8043414950370789;RDF502;Economics and business administration;0.7218785285949707
547;Metabolic and translational dependencies of activated T cells (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.4573211073875427;RDF303;Health sciences;0.23407751321792603;RDF304;Medical biotechnology;0.19066649675369263;RDF302;Clinical medicine;0.09674787521362305
548;Transformer des espaces conventionnels et dysfonctionnels de participation : scénarios pour accroître la participation des citoyens aux comités consultatifs;RDF20-21;Engineering and technology;0.330909788608551;RDF212;Other engineering and technologies;0.21775619685649872;RDF208;Environmental engineering and related engineering;0.10893548280000687;RDF203;Electrical engineering, computer engineering, and information engineering;0.0889834314584732
549;CITE-sequencing analysis revealed immune cell diversity in colonic mesenteric lymph nodes from IBD patients;RDF30;Medical, health and life sciences;0.5827681422233582;RDF303;Health sciences;0.8817826509475708;RDF304;Medical biotechnology;0.7178696393966675;RDF302;Clinical medicine;0.4767844080924988
550;The neglected place of financial information and accountants in Canadian tech startups;RDF20-21;Engineering and technology;0.30091366171836853;RDF211;Nano-technology;0.03888189420104027;RDF210;Industrial biotechnology;0.01129893958568573;RDF212;Other engineering and technologies;0.0014927462907508016
551;Reinventing the Rash: A Global History of Measles in the Vaccine Era (History);RDF30;Medical, health and life sciences;0.6366680264472961;RDF303;Health sciences;0.2282712757587433;RDF301;Basic medicine and life sciences;0.02281636744737625;RDF302;Clinical medicine;0.004493696615099907
552;A New, Data-Driven Era for Precision Cosmology: Measuring the Expansion Rate of the Universe with Machine Learning (Physics);RDF10;Natural sciences;0.8912755250930786;RDF103;Physical sciences;0.9982486367225647;RDF107;Other natural sciences;0.00126121926587075;RDF105;Earth and related environmental sciences;0.00015163420175667852
553;Créer-Entreprendre ! Trajectoires croisées : arts numériques et école nationale de cirque. Une exploration des reconfigurations des projets créatifs et des modèles de valeur post-Covid;RDF60;Humanities and the arts;0.8833500742912292;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8989406228065491;RDF602;Languages and literature;0.13577912747859955;RDF605;Other humanities;0.12371907383203506
554;Factors that control translational fidelity in mammalian cells (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.3441624045372009;RDF304;Medical biotechnology;0.19293542206287384;RDF301;Basic medicine and life sciences;0.09951592236757278;RDF302;Clinical medicine;0.04021525755524635
555;Exploiting the synthetic-lethal vulnerabilities of stem cells and cancer cells with eroded telomeres (Molecular & Cellular Biology of Cancer);RDF30;Medical, health and life sciences;0.4174026846885681;RDF303;Health sciences;0.004611824173480272;RDF304;Medical biotechnology;0.002524532377719879;RDF301;Basic medicine and life sciences;0.0021236420143395662
556;Physicochemical characterization of pre-clinical samples of a bacteriophage therapy spray-on patch for the treatment of COVID-19-related pressure injury resistant infections;RDF30;Medical, health and life sciences;0.38918963074684143;RDF303;Health sciences;0.8648874759674072;RDF304;Medical biotechnology;0.8416039943695068;RDF301;Basic medicine and life sciences;0.41303718090057373
557;Dumping of waste rocks (WR) in mine stopes being filled with paste backfill (PB): Experimental and numerical investigations on the natural mixing behavior between WR and PB;RDF10;Natural sciences;0.4920658767223358;RDF105;Earth and related environmental sciences;0.7784461975097656;RDF101;Mathematics and statistics;0.5369986295700073;RDF103;Physical sciences;0.3391239047050476
558;Deep neural network uncertainty estimation for safe integration into autonomous driving autonomy systems;RDF20-21;Engineering and technology;0.8857443928718567;RDF212;Other engineering and technologies;0.08688336610794067;RDF203;Electrical engineering, computer engineering, and information engineering;0.003703380236402154;RDF211;Nano-technology;0.002147411461919546
559;Adaptive Mechanical Systems for Physical Embodied Intelligence Robotics;RDF20-21;Engineering and technology;0.9504770040512085;RDF204;Mechanical engineering;0.7392908930778503;RDF212;Other engineering and technologies;0.0640423372387886;RDF202;Industrial, systems and processes engineering;0.0031491343397647142
560;Transnational families and midwifery care: Expectations, challenges and practices during pregnancy, childbirth and postpartum (Evolving Narratives of Cultures and Histories);RDF50;Social sciences;0.3648686707019806;RDF504;Sociology and related studies;0.013133290223777294;RDF509;Other social sciences;0.007693380583077669;RDF503;Education;0.0012783135753124952
561;Constructing participatory performance: the ecologies and architectures of audience engagement (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.3303546607494354;RDF508;Media and communications;0.9919302463531494;RDF509;Other social sciences;0.04502640292048454;RDF503;Education;0.0009843839798122644
562;Development and implementation of a standardized methodology aiming to optimize the efficacy and reproducibility of findings using non-invasive brain stimulation techniques in the context of motor training (Biological Systems and Functions);RDF10;Natural sciences;0.3057902753353119;RDF106;Biological sciences;0.8574408888816833;RDF107;Other natural sciences;0.0005266155349090695;RDF103;Physical sciences;7.883075886638835e-05
563;Putting interfaces at work (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8751840591430664;RDF205;Chemical engineering;0.7321409583091736;RDF206;Materials engineering and resources engineering;0.009648781269788742;RDF211;Nano-technology;0.0005577528499998152
564;Les outils de l'intersectorialité au niveau régional, comment sont-ils produits et comment opèrent-ils? (Political science and public administration);RDF50;Social sciences;0.49476391077041626;RDF506;Political science and policy administration;0.9905995726585388;RDF507;Social and economic geography;0.03886421397328377;RDF509;Other social sciences;0.011587913148105145
565;Cell biology and function of dopamine neuron connectivity in health and disease (Molecular & Cellular Neurosciences);RDF30;Medical, health and life sciences;0.48249998688697815;RDF303;Health sciences;0.001933425897732377;RDF304;Medical biotechnology;0.001089204102754593;RDF301;Basic medicine and life sciences;0.00023127639724407345
566;Exploiting Graphical Optimization Models to Solve Discrete Decision Problems in Healthcare and Supply Chain Logistics (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.7281017899513245;RDF202;Industrial, systems and processes engineering;0.7088226079940796;RDF207;Medical and biomedical engineering;0.001713265897706151;RDF212;Other engineering and technologies;0.0003524526837281883
567;Alliance de recherche et d'action Alternatives inclusives en Santé mentale;RDF20-21;Engineering and technology;0.2769882380962372;RDF212;Other engineering and technologies;0.8405181765556335;RDF207;Medical and biomedical engineering;0.18619227409362793;RDF208;Environmental engineering and related engineering;0.05548619478940964
568;The development of a quality benchmark that identifies and addresses the determinants of online information reliability to inform information-seeking by a diverse population (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.3376048803329468;RDF508;Media and communications;0.9000377058982849;RDF509;Other social sciences;0.22964303195476532;RDF503;Education;0.002022939268499613
569;Staufen2 and DNA damage (Genes, Cells and Molecules);RDF10;Natural sciences;0.3519905209541321;RDF106;Biological sciences;0.831308126449585;RDF104;Chemical sciences;0.0005941786803305149;RDF107;Other natural sciences;0.00039180173189379275
570;Ultra-high-resolution emission and absorption spectroscopy of non-equilibrium and highly-reactive plasmas applied to complex materials processing (Physics);RDF10;Natural sciences;0.2820838987827301;RDF103;Physical sciences;0.9974992871284485;RDF104;Chemical sciences;0.00016353822138626128;RDF107;Other natural sciences;0.0001622927957214415
571;Symmetries: Algebra and Physics;RDF10;Natural sciences;0.48594942688941956;RDF103;Physical sciences;0.6747897863388062;RDF107;Other natural sciences;0.0006880764849483967;RDF101;Mathematics and statistics;0.0004553056787699461
572;Mobilizing Women's Entrepreneurship for empowerment and local economic development;RDF50;Social sciences;0.3424238860607147;RDF507;Social and economic geography;0.609859049320221;RDF509;Other social sciences;0.004423094913363457;RDF502;Economics and business administration;0.0034718408714979887
573;Calmodulation of ion channels (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.3371571898460388;RDF304;Medical biotechnology;0.1806894689798355;RDF301;Basic medicine and life sciences;0.1464960128068924;RDF302;Clinical medicine;0.09015721827745438
574;A multidimensional approach to study the biophysics of bioadhesin interaction with advanced nanomaterials;RDF20-21;Engineering and technology;0.3368358910083771;RDF211;Nano-technology;0.6582515239715576;RDF207;Medical and biomedical engineering;0.2916216552257538;RDF212;Other engineering and technologies;0.12506110966205597
575;Smart nanostructured optical coatings prepared by pulsed plasma-based techniques (Physics);RDF10;Natural sciences;0.36462923884391785;RDF103;Physical sciences;0.9978030323982239;RDF105;Earth and related environmental sciences;0.00027568446239456534;RDF107;Other natural sciences;0.00023006867559161037
576;Développement de vêtements de protection chimique intelligents à haute performance de filtration (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9520331621170044;RDF205;Chemical engineering;0.9233196377754211;RDF206;Materials engineering and resources engineering;0.008831160143017769;RDF211;Nano-technology;0.004791881423443556
577;Context and Culture: Linguistic Anthropology and the Legacy of Michael Silverstein;RDF60;Humanities and the arts;0.40135008096694946;RDF605;Other humanities;0.006743826903402805;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0020588156767189503;RDF602;Languages and literature;0.0009726335993036628
578;Ultra-trace laboratory for legacy and emerging contaminants (Geosciences);RDF10;Natural sciences;0.3352067172527313;RDF105;Earth and related environmental sciences;0.8091777563095093;RDF107;Other natural sciences;0.00020048989972565323;RDF103;Physical sciences;0.00012426223838701844
579;Improving vulnerable preschoolers' mental health: A superiority trial assessing the How-to Parenting Program;RDF50;Social sciences;0.30473390221595764;RDF501;Psychology and cognitive sciences;0.2229795902967453;RDF503;Education;0.12948063015937805;RDF508;Media and communications;0.02280850149691105
580;Polymeric Nanoparticles for Delivery of Ribonucleic Acids: Overcoming the Endosomal Barrier and Going Beyond the Liver (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9590149521827698;RDF211;Nano-technology;0.9780776500701904;RDF205;Chemical engineering;0.6296834945678711;RDF210;Industrial biotechnology;0.012410733848810196
581;Crime in the Decentralized Finance Industry (Law and criminology);RDF10;Natural sciences;0.18965011835098267;RDF106;Biological sciences;7.079270289978012e-05;RDF107;Other natural sciences;6.67809508740902e-05;RDF103;Physical sciences;6.581428169738501e-05
582;Gravitation, quantum mechanics and quantum field theory;RDF10;Natural sciences;0.4118667244911194;RDF103;Physical sciences;0.9719737768173218;RDF107;Other natural sciences;0.0028324683662503958;RDF105;Earth and related environmental sciences;0.00025405577616766095
583;Improving hedging effectiveness in actuarial and financial applications (Mathematics and Statistics);RDF20-21;Engineering and technology;0.2212187647819519;RDF211;Nano-technology;0.0006786202429793775;RDF212;Other engineering and technologies;0.00030782882822677493;RDF204;Mechanical engineering;0.00010375947749707848
584;Closing the Comorbidity Gap for People Living with HIV : a Randomized Controlled Trial of Fostemsavir to Reduce Inflammaging;RDF30;Medical, health and life sciences;0.733600378036499;RDF303;Health sciences;0.8695032596588135;RDF302;Clinical medicine;0.7008912563323975;RDF304;Medical biotechnology;0.1446845382452011
585;Autonomie des acteurs dans les relations asymétriques: États de facto et leur patron entre l'Europe et la Russie (Political science and public administration);RDF50;Social sciences;0.39636990427970886;RDF506;Political science and policy administration;0.9928461909294128;RDF509;Other social sciences;0.014964479021728039;RDF507;Social and economic geography;0.003802871098741889
586;Replacement of the femtosecond laser in the THz spectroscopic microscopy laboratory (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.976370632648468;RDF203;Electrical engineering, computer engineering, and information engineering;0.5489907264709473;RDF211;Nano-technology;0.013054986484348774;RDF212;Other engineering and technologies;0.0009220907231792808
587;Bringing nutrition to life among vulnerable populations: experiences from Latin America and Canada;RDF50;Social sciences;0.2481330931186676;RDF507;Social and economic geography;0.13330265879631042;RDF509;Other social sciences;0.03559056669473648;RDF504;Sociology and related studies;0.0043024662882089615
588;Long non-coding RNAs in growth factor signaling (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.5003876686096191;RDF304;Medical biotechnology;0.03402483090758324;RDF301;Basic medicine and life sciences;0.02128925919532776;RDF303;Health sciences;0.010864142328500748
589;Plan d'action pour la gestion de la douleur chronique du Ministère de la Santé et des Services sociaux du Québec: Évaluation de la mise en œuvre et des impacts des projets initiaux en vue d'une généralisation progressive à l'ensemble du Québec;RDF50;Social sciences;0.6841760873794556;RDF504;Sociology and related studies;0.8176068663597107;RDF507;Social and economic geography;0.3239331543445587;RDF506;Political science and policy administration;0.2062705010175705
590;INNOV Phase I: Leverage artificial intelligence to improve Environmental, Social, and Governance (ESG) data;RDF50;Social sciences;0.4655950963497162;RDF509;Other social sciences;0.003924044314771891;RDF504;Sociology and related studies;0.0008500015246681869;RDF507;Social and economic geography;0.000427398452302441
591;Prevention of anastomotic leak in colorectal surgery through microbiome mediation of intestinal healing (Nutrition, Food & Health);RDF10;Natural sciences;0.37305042147636414;RDF106;Biological sciences;0.0015877605183050036;RDF107;Other natural sciences;0.00031843085889704525;RDF103;Physical sciences;0.0001715412363409996
592;Development of a tailored approach to move towards a sustainable circular economy business model in the plastic film sector: the case of Balcan;RDF20-21;Engineering and technology;0.4842408001422882;RDF212;Other engineering and technologies;0.14896640181541443;RDF202;Industrial, systems and processes engineering;0.05644162744283676;RDF208;Environmental engineering and related engineering;0.018412869423627853
593;Enseignement de l'histoire et jeux vidéos (Education and social work);RDF50;Social sciences;0.5971187353134155;RDF503;Education;0.9056631922721863;RDF504;Sociology and related studies;0.30592164397239685;RDF509;Other social sciences;0.0918266624212265
594;Functions of bacterial type IA topoisomerases in the prevention of R-loop-dependent and -independent genomic instability (Genes, Cells and Molecules);RDF10;Natural sciences;0.3798752427101135;RDF106;Biological sciences;0.9010589122772217;RDF107;Other natural sciences;0.013766580261290073;RDF104;Chemical sciences;0.0048086983151733875
595;High-Performance Dynamic Language Implementation (Computer Science);RDF20-21;Engineering and technology;0.40180182456970215;RDF203;Electrical engineering, computer engineering, and information engineering;0.06995245814323425;RDF212;Other engineering and technologies;0.00016970225260592997;RDF211;Nano-technology;0.00013541469525080174
596;Methodological improvements for the statistical analysis of neurophysiological data with applications in user experience;RDF20-21;Engineering and technology;0.44368213415145874;RDF212;Other engineering and technologies;0.017754467204213142;RDF207;Medical and biomedical engineering;0.008627361617982388;RDF211;Nano-technology;0.0013466889504343271
597;Glycerol 3-phosphate phosphatase and the glycerol shunt in senescence and healthy aging;RDF30;Medical, health and life sciences;0.4585880935192108;RDF303;Health sciences;0.36951327323913574;RDF302;Clinical medicine;0.1869535744190216;RDF301;Basic medicine and life sciences;0.17092879116535187
598;Regulation of innate antiviral defenses through Interleukin-17 receptor D (IL-17RD) (Virology & Viral Pathogenesis);RDF30;Medical, health and life sciences;0.5098074674606323;RDF303;Health sciences;0.06301837414503098;RDF302;Clinical medicine;0.007287338376045227;RDF301;Basic medicine and life sciences;0.005580699536949396
599;Biological modeling to bridge in vitro and epidemiological studies: A new approach for animal-free chemical risk assessment;RDF30;Medical, health and life sciences;0.38184210658073425;RDF301;Basic medicine and life sciences;0.338861346244812;RDF303;Health sciences;0.28657570481300354;RDF305;Other medical sciences;0.12417085468769073
600;IAL (Intelligence Artificielle Littéraire) : expérimentation d'algorithmes d'apprentissage automatique pour définir et identifier les variations dans l'Anthologie grecque (Literature);RDF60;Humanities and the arts;0.9018974304199219;RDF602;Languages and literature;0.9961832165718079;RDF605;Other humanities;0.005005831364542246;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0011890135938301682
601;Studies on the pathogenesis of the infections caused by streptococcus suis (Biological Systems and Functions);RDF10;Natural sciences;0.4909905791282654;RDF106;Biological sciences;0.9774971008300781;RDF107;Other natural sciences;0.006256032735109329;RDF105;Earth and related environmental sciences;0.000563770008739084
602;Autonomous learning agents for intelligent neurostimulation;RDF20-21;Engineering and technology;0.5975968837738037;RDF207;Medical and biomedical engineering;0.6355766654014587;RDF212;Other engineering and technologies;0.14350999891757965;RDF211;Nano-technology;0.021725594997406006
603;Hox genes in development and evolution of distal limbs (Developmental Biology);RDF10;Natural sciences;0.7835795879364014;RDF106;Biological sciences;0.9924378991127014;RDF105;Earth and related environmental sciences;0.0014869224978610873;RDF107;Other natural sciences;0.00042183627374470234
604;Defence Lawyers and the Relevance of Social Problems in Lower Criminal Courts: A Comparative Analysis (Law and criminology);RDF50;Social sciences;0.4007406234741211;RDF505;Law and legal practice;0.018626578152179718;RDF504;Sociology and related studies;0.0004878579347860068;RDF509;Other social sciences;0.0002833747130353004
605;Les pratiques extrascolaires de littératie d'adolescents ayant une déficience intellectuelle (Education and social work);RDF50;Social sciences;0.6785371899604797;RDF503;Education;0.9559713006019592;RDF509;Other social sciences;0.014012628234922886;RDF504;Sociology and related studies;0.003977470099925995
606;Brain-Derived Neurotrophic Factor in hemostasis and thrombosis;RDF30;Medical, health and life sciences;0.6151348352432251;RDF303;Health sciences;0.6105058193206787;RDF304;Medical biotechnology;0.37792882323265076;RDF302;Clinical medicine;0.007322215475142002
607;Engagement des bibliothèques publiques et scolaires en faveur du développement des compétences en littératie pour les élèves du troisième cycle du primaire et du secondaire : portrait et stratégie de transfert (Communications, media studies, gender studies, library and information science, related fields);RDF60;Humanities and the arts;0.3030225932598114;RDF602;Languages and literature;0.9013096690177917;RDF605;Other humanities;0.03726819530129433;RDF603;Philosophy;0.0016285354504361749
