"Diabetes, Obesity, Lipid & Lipoprotein Disorders";"Diabète, obésité, troubles lipidiques et lipoprotéiques";"Nuclear Factor Erythroid 2-Related Factor 2 (NRF2) and Regulation of Sodium-Glucose Co-Transporter 2 (SGLT2) Expression in Type 2 Diabetes"
"Genetics";"Génétique";"Identifying and functionally validating IBD genes and variants impacting intestinal epithelial barrier integrity"
"Biochemistry & Molecular Biology";"Biochimie et biologie moléculaire";"Structural and functional characterization of type IV secretion system pili"
;;"Targeting the extracellular adenosine pathway in pancreatic and liver cancers"
"Biological and Clinical Aspects of Aging";"Aspects biologiques et cliniques du vieillissement";"The impact of amyloid-induced neurodegeneration on sleep features and memory processes"
"Physics";"Physique";"Disentangling the Kinematics of the Solar Neighborhood to Calibrate the Ages of Stars and Exoplanets"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"Towards a Transcultural History and Theory of Heterophony"
"Philosophy, medieval studies, classics, religious";"Philosophie, études classiques, religieuses et médiévales";"What Do Deep Learning Systems Understand?"
;;"Improving endurance performance using maple syrup"
"Evolution and Ecology";"Évolution et écologie";"Multi-Omic Primate Adaptation to Local Environments"
"Economics";"Sciences économiques";"The Role of the State for Long-run Economic Development in Europe"
;;"Éditions critiques numériques et multilinguisme"
"Clinical Investigation – Reproduction, Maternal, Child and Youth Health";"Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant";"Metabolic control of vascular regeneration in retinopathy of prematurity"
"Geosciences";"Géosciences";"Mechanics and dynamics of mineral dust production within cold climates"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Biosecurity in Canadian dairy farms: Unraveling the epidemiology of bovine infectious diseases and refining diagnostic strategies to improve their detection, prevention and control"
"Linguistics and translation";"Linguistique et traduction";"Mobilité urbaine et ressources langagières à Santiago du Chili"
;;"Pays perdus, terres promises : deux imaginaires du territoire de l'Antiquité à nos jours"
;;"Supraionic engineering of liquid electrolytes for electrochemistry and ionometallurgy"
;;"Pricing and Profitability in Non-Life Insurance"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Regulation of glycolysis in T cell metabolic reprogramming"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"After-images and urban spaces: lesbian, gay and queer visible presence in Montreal (1950-1990)"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Heterochromatin Protein 1 (HP1) in maternal infertility and embryonic development"
"Behavioural Sciences – Clinical Behavioural Sciences";"Sciences comportementales - Aspect clinique";"Chronic non-cancer pain, substance use, and related harms: Towards an optimal treatment pathway for people who inject drugs in the context of the opioid crisis"
;;"Simulation stochastique à haute résolution spatiale pour les études des risques d'inondation en milieu urbain"
;;"Innovative mobile health treatment modality to treat sleep difficulties in healthcare workers working on atypical work schedules"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Interpretable Machine Learning Approaches Applied to Omics Datasets"
"Cardiovascular System – Heart and Circulation";"Système cardiovasculaire - Cœur et circulation";"Prevention and treatment of preeclampsia using exercise training and Angiotensin-(1-7): determining the mechanisms and clinical potential"
"Physics";"Physique";"Connecting MRI physics and artificial intelligence to advance novel acquisition and analyses technologies for neuroimaging applications"
;;"The Paperology Symposium"
;;"Mechanisms affecting follicular development and ovulation in the Bovine model"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Measuring and modeling large-scale electrophysiological brain dynamics: From neural mechanisms to cognitive processes"
;;"Apprentissage des jeunes adultes touchés par un cancer du sang : création de solutions à l'aide du co-design"
"Psychology, linguistics and translation";"Psychologie, linguistique et traduction";"Mentalisation parentale non verbale sous la loupe : Valeur ajoutée à la relation parent-enfant et complémentarité avec la mentalisation parentale verbale"
"Mutidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"A multifactorial and integrative approach to investigate spoken discourse in Canadian French"
;;"Opening the blackbox on the relation between participation in hackathons and the development of longer-term collaborative capabilities"
"Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research";"Intervention de recherche rapide contre le nouveau coronavirus de 2019 (COVID-19)";"A multi-country comparison of COVID-19 response: Planning, implementation, and health system resilience"
"Multidisciplinary or interdisciplinary humanities";"Sciences humaines multi- ou interdisciplinaires";"Participatory Democracy and the Canadian Genetic Non-Discrimination Act"
"Public, Community & Population Health";"Santé publique, santé communautaire et santé des populations";"Levelling the Playing Fields: Creating the conditions for free-play to emerge in cities"
"Psychology";"Psychologie";"Using prospective and observational designs to study support processes and sexual well-being in long-term couples"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Molecular dissection of mitotic kinase functions using chemogenomics"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Compassion and Collective Care in Long-Term Care Settings: A Communicative Perspective"
"Geosciences";"Géosciences";"Towards a better understanding of contaminant bioavailability- urgent replacement of photosynthetic incubators"
"Fine arts, research-creation";"Beaux-arts, recherche-création";"Marking Monastic Space: The Spatial Iconography of Inscribed Capitals, 1080-1160"
"Philosophy, medieval studies, classics, religious";"Philosophie, études classiques, religieuses et médiévales";"Dans l'intérêt du patient : la relation thérapeutique au sein de la Collection hippocratique"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Advanced methods for depth-based human pose estimation and motion analysis: application to vital signs monitoring in the intensive care unit"
"Health Policy & Systems Management Research";"Recherche sur la gestion des systèmes et la politique de la santé";"RÉAC ! Réactivité de la prise en charge des nouveaux arrivants face à la pandémie de COVID-19 à Montréal, Sherbrooke et Toronto : une recherche mixte participative"
"Economics";"Sciences économiques";"Public School Choice and Refugee Assignment: (Dynamic) Minimal Instability for Non-Unit Capacities and for Lotteries and Weak Priorities"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Metabolic and translational dependencies of activated T cells"
;;"Transformer des espaces conventionnels et dysfonctionnels de participation : scénarios pour accroître la participation des citoyens aux comités consultatifs"
;;"CITE-sequencing analysis revealed immune cell diversity in colonic mesenteric lymph nodes from IBD patients"
;;"The neglected place of financial information and accountants in Canadian tech startups"
"History";"Histoire";"Reinventing the Rash: A Global History of Measles in the Vaccine Era"
"Physics";"Physique";"A New, Data-Driven Era for Precision Cosmology: Measuring the Expansion Rate of the Universe with Machine Learning"
;;"Créer-Entreprendre ! Trajectoires croisées : arts numériques et école nationale de cirque. Une exploration des reconfigurations des projets créatifs et des modèles de valeur post-Covid"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Factors that control translational fidelity in mammalian cells"
"Molecular & Cellular Biology of Cancer";"Biologie cellulaire et moléculaire du cancer";"Exploiting the synthetic-lethal vulnerabilities of stem cells and cancer cells with eroded telomeres"
;;"Physicochemical characterization of pre-clinical samples of a bacteriophage therapy spray-on patch for the treatment of COVID-19-related pressure injury resistant infections"
;;"Dumping of waste rocks (WR) in mine stopes being filled with paste backfill (PB): Experimental and numerical investigations on the natural mixing behavior between WR and PB"
;;"Deep neural network uncertainty estimation for safe integration into autonomous driving autonomy systems"
;;"Adaptive Mechanical Systems for Physical Embodied Intelligence Robotics"
"Evolving Narratives of Cultures and Histories";"Récits évolutifs des cultures et de l'histoire";"Transnational families and midwifery care: Expectations, challenges and practices during pregnancy, childbirth and postpartum"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Constructing participatory performance: the ecologies and architectures of audience engagement"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Development and implementation of a standardized methodology aiming to optimize the efficacy and reproducibility of findings using non-invasive brain stimulation techniques in the context of motor training"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Putting interfaces at work"
"Political science and public administration";"Science politique et administration publique";"Les outils de l'intersectorialité au niveau régional, comment sont-ils produits et comment opèrent-ils?"
"Molecular & Cellular Neurosciences";"Neuroscience cellulaire et moléculaire";"Cell biology and function of dopamine neuron connectivity in health and disease"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Exploiting Graphical Optimization Models to Solve Discrete Decision Problems in Healthcare and Supply Chain Logistics"
;;"Alliance de recherche et d'action Alternatives inclusives en Santé mentale"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"The development of a quality benchmark that identifies and addresses the determinants of online information reliability to inform information-seeking by a diverse population"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Staufen2 and DNA damage"
"Physics";"Physique";"Ultra-high-resolution emission and absorption spectroscopy of non-equilibrium and highly-reactive plasmas applied to complex materials processing"
;;"Symmetries: Algebra and Physics"
;;"Mobilizing Women's Entrepreneurship for empowerment and local economic development"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Calmodulation of ion channels"
;;"A multidimensional approach to study the biophysics of bioadhesin interaction with advanced nanomaterials"
"Physics";"Physique";"Smart nanostructured optical coatings prepared by pulsed plasma-based techniques"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Développement de vêtements de protection chimique intelligents à haute performance de filtration"
;;"Context and Culture: Linguistic Anthropology and the Legacy of Michael Silverstein"
"Geosciences";"Géosciences";"Ultra-trace laboratory for legacy and emerging contaminants"
;;"Improving vulnerable preschoolers' mental health: A superiority trial assessing the How-to Parenting Program"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Polymeric Nanoparticles for Delivery of Ribonucleic Acids: Overcoming the Endosomal Barrier and Going Beyond the Liver"
"Law and criminology";"Droit et criminologie";"Crime in the Decentralized Finance Industry"
;;"Gravitation, quantum mechanics and quantum field theory"
"Mathematics and Statistics";"Mathématiques et statistique";"Improving hedging effectiveness in actuarial and financial applications"
;;"Closing the Comorbidity Gap for People Living with HIV : a Randomized Controlled Trial of Fostemsavir to Reduce Inflammaging"
"Political science and public administration";"Science politique et administration publique";"Autonomie des acteurs dans les relations asymétriques: États de facto et leur patron entre l'Europe et la Russie"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Replacement of the femtosecond laser in the THz spectroscopic microscopy laboratory"
;;"Bringing nutrition to life among vulnerable populations: experiences from Latin America and Canada"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Long non-coding RNAs in growth factor signaling"
;;"Plan d'action pour la gestion de la douleur chronique du Ministère de la Santé et des Services sociaux du Québec: Évaluation de la mise en œuvre et des impacts des projets initiaux en vue d'une généralisation progressive à l'ensemble du Québec"
;;"INNOV Phase I: Leverage artificial intelligence to improve Environmental, Social, and Governance (ESG) data"
"Nutrition, Food & Health";"Nutrition, aliments et santé";"Prevention of anastomotic leak in colorectal surgery through microbiome mediation of intestinal healing"
;;"Development of a tailored approach to move towards a sustainable circular economy business model in the plastic film sector: the case of Balcan"
"Education and social work";"Éducation et travail social";"Enseignement de l'histoire et jeux vidéos"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Functions of bacterial type IA topoisomerases in the prevention of R-loop-dependent and -independent genomic instability"
"Computer Science";"Sciences informatiques";"High-Performance Dynamic Language Implementation"
;;"Methodological improvements for the statistical analysis of neurophysiological data with applications in user experience"
;;"Glycerol 3-phosphate phosphatase and the glycerol shunt in senescence and healthy aging"
"Virology & Viral Pathogenesis";"Virologie et pathogenèse virale";"Regulation of innate antiviral defenses through Interleukin-17 receptor D (IL-17RD)"
;;"Biological modeling to bridge in vitro and epidemiological studies: A new approach for animal-free chemical risk assessment"
"Literature";"Études littéraires";"IAL (Intelligence Artificielle Littéraire) : expérimentation d'algorithmes d'apprentissage automatique pour définir et identifier les variations dans l'Anthologie grecque"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Studies on the pathogenesis of the infections caused by streptococcus suis"
;;"Autonomous learning agents for intelligent neurostimulation"
"Developmental Biology";"Biologie du développement";"Hox genes in development and evolution of distal limbs"
"Law and criminology";"Droit et criminologie";"Defence Lawyers and the Relevance of Social Problems in Lower Criminal Courts: A Comparative Analysis"
"Education and social work";"Éducation et travail social";"Les pratiques extrascolaires de littératie d'adolescents ayant une déficience intellectuelle"
;;"Brain-Derived Neurotrophic Factor in hemostasis and thrombosis"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Engagement des bibliothèques publiques et scolaires en faveur du développement des compétences en littératie pour les élèves du troisième cycle du primaire et du secondaire : portrait et stratégie de transfert"
"Education and social work";"Éducation et travail social";"Mieux comprendre les défis et conditions de pratiques des parents d'accueil dans le contexte actuel de professionnalisation de l'accueil familial"
"Health Policy & Systems Management Research";"Recherche sur la gestion des systèmes et la politique de la santé";"A mixed methods study of stakeholders' perspectives on ethical and logistical issues related to advanced living donation in kidney transplantation in Canada, and a proposal for guidelines in a Canadian context"
"Cancer Biology & Therapeutics";"Biologie du cancer et thérapeutique";"To uncover, understand and exploit the estrogen-oncolytic virus crosstalk to improve therapy"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Structure and rheology of mixed hydrocolloid gels as model systems for food 3D printing"
"Business, management and related fields";"Affaires, gestion et domaines connexes";"« Une bonne relation avec mon chef ! » : anatomie des relations entre gestionnaires et employés en contexte de travail à distance"
;;"Priorisation des soins intensifs en contexte extrême de pandémie : 1) modélisation/simulation de différentes stratégies de priorisation de l'accès aux soins intensifs et 2) délibérations démocratiques des parties prenantes sur les valeurs qui sous-tendent les modèles et leurs impacts sanitaires"
"Psychology";"Psychologie";"Understanding cyber abuse in context: The interplay of distal and situational correlates of daily cyber abuse in young adult couples"
;;"Humanitarian Supply Chain Design and Management"
"Education and social work";"Éducation et travail social";"La transformation sémantique et syntaxique des données de situations professionnelles pour l'apprentissage du raisonnement clinique"
"Social & Developmental Aspects of Children's & Youth's Health";"Aspects sociaux et développementaux de la santé de l'enfant et de l'adolescent";"Intergenerational transmission of vulnerability to PTSD : When children learn fear from their parent"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"La musique au service du pouvoir, entre propagande et diplomatie : Du Troisième Reich à la fin de la Guerre froide "
"Mutidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"Mesures de contrôle en santé mentale : un environnement contraignant?"
;;"R3AI: Shifting Paradigms for a Robust, Reasoning, and Responsible Artificial Intelligence and its Adoption - CFREF (CIHR Contribution)"
;;"À la rencontre des réalités virtuelle et concrète : la place de la scénographie dans la cocréation opératique"
"Psychology";"Psychologie";"Parenting dimensions' influence on the psychosocial adaptation of preschoolers with language deficits"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"The structure-function relationships between capsular polysaccharides and the immune system during Streptococcus suis infections"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Études des mécanismes de colonisation de Clostridium perfringens en productions animales"
;;"Formation interactive en ligne: une solution à la formation des employés dans un contexte de roulement de personnel"
"Education and social work";"Éducation et travail social";"Mise en ouvre des politiques EDI en enseignement supérieur au Québec : construction de sens et types de réponses aux mesures destinées aux parcours étudiants"
;;"Continuum PAROLE-Onco : Vers le développement de compétences en auto-soins pour améliorer l'expérience de la vie après les traitements aigus de cancer du sein"
;;"CAN-DO (CANnabis research DevelOpment): A cells-to-society research program on cannabis and mental health in younger adults"
;;"Effets d'une intervention de proximité mère-prématuré et de calme (NeuroN-QI) sur le neurodéveloppement de nouveau-nés prématurés : un essai clinique randomisé"
"Movement & Exercise";"Mouvement et exercice";"Corticospinal mechanisms of locomotor recovery after spinal cord injury"
;;"Innover pour enseigner le management : cadres théoriques, mise en oeuvre et mesure d'impact"
"Mathematics and Statistics";"Mathématiques et statistique";"Advances in functional linear regression"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Modélisation et choix du mode de réalisation dans les projets de construction"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"An in silico platform simulating cell metabolic behavior"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Commande optimale stochastique avec applications en épidémiologie et en fiabilité"
;;"Reinforcement Learning in Electricity Markets with Storage Technologies"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Advancing psychobiology of abnormal repetitive behaviours in carnivorous species"
;;"Du politique dans l'usage des archives filmiques : enjeux contemporains de la production documentaire"
;;"Neuroinflammation as a biomarker for epilepsy and neuropsychiatric comorbidities among people with tuberous sclerosis complex: a prospective, multicentre study"
"Multidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"Quels sont les dimensions et savoirs spécifiques à la coordination des services et des soins des personnes ayant des besoins complexes?"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Determining spatial arrangement, stoichiometry, and substrate specificity of messenger RNA-binding proteins along the gene expression pathway"
;;"Plateformes et usages : cinéma, télévision, jeu vidéo et création numérique"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Time to investigate human visual shape perception and recognition"
;;"The gamification of online stochastic optimization problems"
;;"Effects of an Open Lung protective protective EXTubation strategy compared to a conventional extubation strategy on postoperative pulmonary complications after general anesthesia as part of a comprehensive lung protective ventilation strategy: a multicenter pilot randomized controlled trial (OLEXT-3 study)"
;;"Additively manufactured composite parts service properties prediction : an essential step to unleash the full potential of additive manufacturing of composites"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Transcriptional regulation by long noncoding RNAs"
;;"Outils et méthodes de planification des services d'autopartage"
"Computer Science";"Sciences informatiques";"Sécurité de l'internet des objets dans les villes intelligentes"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Understanding the early pathogenesis of necrotic enteritis in chickens"
;;"Trajectoire vers la sécurité des femmes en situation de handicap victimes de violence conjugale: une recherche-action intersectorielle en soutien aux droits des femmes"
;;"Regard des travailleuses sociales sur leur pratique professionnelle d'évaluation psychosociale à la suite de l'entrée en vigueur de la Loi visant à mieux protéger les personnes en situation de vulnérabilité : une étude à devis mixte"
"Law and criminology";"Droit et criminologie";"La police face à la justice : une analyse des systèmes de gestion des déviances policières au Québec"
"History";"Histoire";"Soigner et gouverner les corps autochtones: santé et médecine coloniale au Québec, 1855-1904"
"Physics";"Physique";"Development of near infrared spectroscopy (NIRS) and electroencephalography (EEG) methods to study neurovascular mechanisms of brain development"
"Diabetes, Obesity, Lipid & Lipoprotein Disorders";"Diabète, obésité, troubles lipidiques et lipoprotéiques";"Role of vitamin K-dependent gamma-carboxylation in beta cell and diabetes"
"Economics";"Sciences économiques";"Competition in the Canadian Mobile Telecommunications Industry: Weak Signals?"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Gut-lung axis in equine asthma"
"Mathematics and Statistics";"Mathématiques et statistique";"Several aspects of L-functions"
;;"Estimating the Effects of Government Spending Along the Supply Chain"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Using calorespirometry to assemble a complete picture of acute hypoxic metabolic depression in fishes"
"Chemistry";"Chimie";"Electronic structure theory: Merging wave function theory, density functional theory, and machine learning"
;;"Comprehensive lipidomics to identify novel players involved in the onset of cardiac manifestations of non-alcoholic fatty liver disease"
"Systems & Circuits Neurosciences";"Systèmes et circuits en neurosciences";"Longitudinal monitoring of visual function during cortical impairment in mice"
;;"Gouvernance et acceptabilité sociale des grands projets publics"
"Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition";"Sciences comportementales - Études du comportement, des neurosciences et de la cognition";"Structural and functional changes in the brain of early and late blind individuals"
"Computer Science";"Sciences informatiques";"New unsupervised Bayesian and energy-based models dedicated to image processing and computer vision applications"
"Philosophy";"Philosophie";"Phenomenology and The Norms of Perception"
;;"Intelligent API Engineering: Systematically Leveraging APIs Through Development Knowledge and Usage Data"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Investigating mechanisms involved in vestibular substitution"
;;"« COVID-19 » Migration en ligne et évaluation des impacts d'un programme de groupes de codéveloppement professionnel dans la fonction publique québécoise"
"Mechanical Engineering";"Génie mécanique";"Multibody modelling to prototype next generation portable exoskeletons for everyday assistance"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Biomaterials-stimulated tissue regeneration and extracellular vesicles"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Clinical Investigation in Canine and Feline Transfusion Medicine: Novel Blood Groups and their Clinical Significance"
"Psychology, linguistics and translation";"Psychologie, linguistique et traduction";"Uauitamutau assi. Terminologie de l'environnement en langue innue (innu-aimun)"
"Nutrition, Food & Health";"Nutrition, aliments et santé";"Novel role of exercise timing to improve obesity prevention and treatment"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Impact of vascular injury derived exosomes on Lupus Nephritis"
"Business, management and related fields";"Affaires, gestion et domaines connexes";"Étude des logiques d'action syndicales dans le domaine de la santé mentale au travail: analyses croisées (Québec-France) dans le secteur de l'aérospatial"
"Social & Developmental Aspects of Children's & Youth's Health";"Aspects sociaux et développementaux de la santé de l'enfant et de l'adolescent";"Linking lifestyle behaviors, microbiota & cardiometabolic health from childhood to early adulthood: The QUALITY Cohort"
;;"Les syndicats face à la crise climatique : Analyse stratégique des ressources et des moyens d'action à mettre en oeuvre au plan local"
"Literature";"Études littéraires";"Étude du devenir-écrivaine en régime naturaliste : le cas de Georges de Peyrebrune (1841-1917)"
"Cardiovascular System – Heart and Circulation";"Système cardiovasculaire - Cœur et circulation";"Neutrophil extracellular traps (NETs) are major actors in heart failure with preserved ejection fraction"
"Psychology, linguistics and translation";"Psychologie, linguistique et traduction";"Harnessing Twitter for morphophonological variation"
;;"Multicarrier energy systems for resilient decarbonized communities"
"Literature";"Études littéraires";"Digital Leigh Hunt"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"New disposal techniques for reactive mine wastes to improve stability and facilitate site reclamation upon closure"
"Mechanical Engineering";"Génie mécanique";"Design and operation of Borehole Thermal Energy Storage systems"
"Pharmacology & Toxicology";"Pharmacologie et toxicologie";"Mechanisms and consequences of spatially controlled G protein-coupled receptor signaling"
;;"L'humain au coeur de la transformation du travail"
"Law and criminology";"Droit et criminologie";"Vers une nouvelle constitution du travail? Les libertés et droits fondamentaux des salarié.es comme assise des rapports de travail/Towards a New Constitution of Labour? Workers' Fundamental Rights and Freedoms as the Basis of Labour Relations"
;;"Monitoring and Debugging of High Performance Distributed Heterogeneous Cloud Applications"
"Cell Biology – Physiology";"Biologie cellulaire – Physiologie";"The role of Parkinson's disease-related proteins in innate and adaptive immunity"
;;"Étude partenariale sur la médiation de la musique: institutionnalisation, professionnalisation, intervention"
;;"Planification en temps réel dans les mines souterraines"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Applications of operations research to transportation, logistics, fairness issues, and other topics"
;;"Multiplexed and quantitative immunolabelling for cancer diagnostics using gold-silver alloy nanoprobes"
;;"Plasma processing for environment and cell-biology"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Dynamic Games in Management"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Improved design and operations of building water systems to reduce health risks caused by water & energy conservation and extended shutdowns"
"Mechanical Engineering";"Génie mécanique";"Shoulder musculoskeletal modeling: from data-tracking to predictive simulations"
"Chemistry";"Chimie";"Sustainable aqueous Sodium-ion batteries"
"Mathematics and Statistics";"Mathématiques et statistique";"Eigenvectors of Random Matrices"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Cellular Reprogramming in Retinal Vascular Development"
"Computer Science";"Sciences informatiques";"Creating Virtual Shapes via Intuitive Input"
"Mathematics and Statistics";"Mathématiques et statistique";"Data-adaptive causal inference methods for effect modification"
"Linguistics and translation";"Linguistique et traduction";"40 ans de changement linguistique à Montréal et à Welland: le rôle de l'individu et de la communauté"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Using digital and immersive technologies to understand the contribution of sensory, perceptual, affective, cognitive and physiological factors to Social Information Processing"
;;"Climate Change and Human Rights: Responsibility and Reparation"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Can journalism's `real utopias' address the crisis of the news media? Exploring journalism cooperatives from an international and comparative perspective"
"Multidisciplinary or interdisciplinary humanities";"Sciences humaines multi- ou interdisciplinaires";"Improving the integration of novice designers into interdisciplinary collaborative design teams"
"Multidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"Quel futur professionnel pour les jeunes adultes récemment immigré(e)s à Montréal? Identité, projets professionnels et expériences d'accès aux services"
"Cell Biology – Physiology";"Biologie cellulaire – Physiologie";"Unravelling regulatory networks of stem cell states using single cell analysis"
"Mutidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"Comprendre et soutenir l'entourage des femmes victimes de violence entre partenaires intimes : tissu social, besoins et actions"
;;"Development of novel RvD1 analogues for osteoporosis therapy: mechanism of action and structure-activity relationships"
;;"Improving plant biostimulants based on natural products and beneficial microorganisms"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Characterization of the antibacterial activity of some antimicrobial-derived metabolites and their involvement in the development of antimicrobial resistance in bacteria of animal origin"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Développement de méthodes rationnelles de maintenance proactive de systèmes industriels"
;;"Intention Driven Development: Towards a new generation of development platforms"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Decision support systems based on heterogeneous data driven models for a safe and optimal operation of industrial process systems"
;;"Untangling heterogeneity in cytomegalovirus infection kinetics and evolution using mathematical modelling"
;;"Getting on track for the audit of tomorrow: Auditors' expertise amidst digitalization"
"Cancer Biology & Therapeutics";"Biologie du cancer et thérapeutique";"Immunoproteasome-expressing mesenchymal stromal cells: a new tool for cancer vaccination"
;;"Invisibility of disability in Global South and North: Equitable access to health services in the context of climate change"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"A shock-fitting approach for predicting the two-phase transient flows in stormwater systems (SWS) with best management practices (BMP)"
;;"Optimiser la transition des soins entre les différents milieux avec l'apport de la technologie pour favoriser la santé et l'autonomie des personnes âgées fragilisées vivant ou non en régions éloignées"
;;"XIe Conférence du Forum Mondial de Médiation:L´humanité face aux conflits actuels: nouveaux défis pour la médiation"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Optimization of mechanically induced phase transformation at crack tip in metal for improved crack growth resistance"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Investigating important but overlooked streptococcal agents of disease in production animals"
"Health Services Evaluation & Interventions Research";"Recherche en interventions et en évaluation dans les services de santé";"Adverse Drug Events and Medication Errors in adult Intensive Care Units"
"Sociology, demography and related fields";"Sociologie, démographie et domaines connexes";"Entre responsabilité professionnelle et devoir de prendre soin de soi - Mieux comprendre la multiplicité des expériences entourant le processus d'arrêt de travail et de retour à l'emploi chez les travailleuses de la santé et des services sociaux"
;;"Brain alterations and cognitive decline in obstructive sleep apnea"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Methods and analytical tools to optimize patient flow"
"Health Services Evaluation & Interventions Research";"Recherche en interventions et en évaluation dans les services de santé";"Heterogeneity of interprofessional primary care teams and its effect on quality of care and health service use in older adults"
"Sociology, demography and related fields";"Sociologie, démographie et domaines connexes";"Recul des gains d'espérance de vie au Canada depuis 2010 : la contribution de la mortalité par drogues, par maladies cardiovasculaires et le rôle catalyseur de la pandémie de COVID-19"
"Hepatitis C Research";"Recherche sur l’hépatite C";"Canadian Network on Hepatitis C (CanHepC): From Discovery to Implementation"
;;"Novel numerical simulation tools for the vulnerability assessment and rehabilitation of critical structures against the effects of floods and climate change"
;;"QUEST: Co-développer avec et pour les jeunes des connaissances sur la QUalité de leur Environnement psychoSocial de Travail"
;;"The effects of COVID-19 pandemics in sustainability controversies: new shades of green in the battery metals industry in Quebec"
