;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
596;Methodological improvements for the statistical analysis of neurophysiological data with applications in user experience;RDF20-21;Engineering and technology;0.45382118225097656;RDF203;Electrical engineering, computer engineering, and information engineering;0.10851917415857315;RDF212;Other engineering and technologies;0.07165613025426865;RDF207;Medical and biomedical engineering;0.039453376084566116
597;Glycerol 3-phosphate phosphatase and the glycerol shunt in senescence and healthy aging;RDF30;Medical, health and life sciences;0.6910040974617004;RDF303;Health sciences;0.9434518814086914;RDF301;Basic medicine and life sciences;0.8715295195579529;RDF302;Clinical medicine;0.6508557200431824
598;Regulation of innate antiviral defenses through Interleukin-17 receptor D (IL-17RD) (Virology & Viral Pathogenesis);RDF30;Medical, health and life sciences;0.70283043384552;RDF303;Health sciences;0.46768882870674133;RDF301;Basic medicine and life sciences;0.3290143311023712;RDF305;Other medical sciences;0.21950477361679077
599;Biological modeling to bridge in vitro and epidemiological studies: A new approach for animal-free chemical risk assessment;RDF30;Medical, health and life sciences;0.8268916010856628;RDF303;Health sciences;0.7760294079780579;RDF301;Basic medicine and life sciences;0.6813028454780579;RDF304;Medical biotechnology;0.6404250264167786
600;IAL (Intelligence Artificielle Littéraire) : expérimentation d'algorithmes d'apprentissage automatique pour définir et identifier les variations dans l'Anthologie grecque (Literature);RDF20-21;Engineering and technology;0.4337615966796875;RDF212;Other engineering and technologies;0.08006926625967026;RDF203;Electrical engineering, computer engineering, and information engineering;0.020508162677288055;RDF202;Industrial, systems and processes engineering;0.01533581968396902
601;Studies on the pathogenesis of the infections caused by streptococcus suis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.789892852306366;RDF303;Health sciences;0.8967949151992798;RDF301;Basic medicine and life sciences;0.40035369992256165;RDF305;Other medical sciences;0.22644133865833282
602;Autonomous learning agents for intelligent neurostimulation;RDF20-21;Engineering and technology;0.4003439247608185;RDF212;Other engineering and technologies;0.03850232809782028;RDF203;Electrical engineering, computer engineering, and information engineering;0.016481997445225716;RDF211;Nano-technology;0.015072628855705261
603;Hox genes in development and evolution of distal limbs (Developmental Biology);RDF10;Natural sciences;0.676977813243866;RDF106;Biological sciences;0.9737197756767273;RDF107;Other natural sciences;0.12554705142974854;RDF103;Physical sciences;0.07551658898591995
604;Defence Lawyers and the Relevance of Social Problems in Lower Criminal Courts: A Comparative Analysis (Law and criminology);RDF50;Social sciences;0.5754868984222412;RDF505;Law and legal practice;0.9740427136421204;RDF503;Education;0.4511243999004364;RDF509;Other social sciences;0.04472257196903229
605;Les pratiques extrascolaires de littératie d'adolescents ayant une déficience intellectuelle (Education and social work);RDF60;Humanities and the arts;0.6463673710823059;RDF602;Languages and literature;0.6951311230659485;RDF605;Other humanities;0.03817827254533768;RDF603;Philosophy;0.007651031482964754
606;Brain-Derived Neurotrophic Factor in hemostasis and thrombosis;RDF30;Medical, health and life sciences;0.864409863948822;RDF303;Health sciences;0.920575737953186;RDF304;Medical biotechnology;0.3961849510669708;RDF301;Basic medicine and life sciences;0.3238610625267029
607;Engagement des bibliothèques publiques et scolaires en faveur du développement des compétences en littératie pour les élèves du troisième cycle du primaire et du secondaire : portrait et stratégie de transfert (Communications, media studies, gender studies, library and information science, related fields);RDF60;Humanities and the arts;0.5084058046340942;RDF602;Languages and literature;0.8003021478652954;RDF605;Other humanities;0.015072627924382687;RDF603;Philosophy;0.0023413407616317272
608;Mieux comprendre les défis et conditions de pratiques des parents d'accueil dans le contexte actuel de professionnalisation de l'accueil familial (Education and social work);RDF50;Social sciences;0.5494757294654846;RDF503;Education;0.9524857997894287;RDF504;Sociology and related studies;0.33494284749031067;RDF509;Other social sciences;0.13735879957675934
609;A mixed methods study of stakeholders' perspectives on ethical and logistical issues related to advanced living donation in kidney transplantation in Canada, and a proposal for guidelines in a Canadian context (Health Policy & Systems Management Research);RDF30;Medical, health and life sciences;0.9269015192985535;RDF303;Health sciences;0.8530579805374146;RDF304;Medical biotechnology;0.15604057908058167;RDF305;Other medical sciences;0.11920292675495148
610;To uncover, understand and exploit the estrogen-oncolytic virus crosstalk to improve therapy (Cancer Biology & Therapeutics);RDF30;Medical, health and life sciences;0.9279956221580505;RDF303;Health sciences;0.9731131792068481;RDF304;Medical biotechnology;0.7010483145713806;RDF301;Basic medicine and life sciences;0.17575018107891083
611;Structure and rheology of mixed hydrocolloid gels as model systems for food 3D printing (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9272013902664185;RDF205;Chemical engineering;0.916184663772583;RDF206;Materials engineering and resources engineering;0.1442091017961502;RDF212;Other engineering and technologies;0.10034841299057007
612;« Une bonne relation avec mon chef ! » : anatomie des relations entre gestionnaires et employés en contexte de travail à distance (Business, management and related fields);RDF50;Social sciences;0.46919679641723633;RDF503;Education;0.7495916485786438;RDF502;Economics and business administration;0.6205784678459167;RDF501;Psychology and cognitive sciences;0.14253000915050507
613;Priorisation des soins intensifs en contexte extrême de pandémie : 1) modélisation/simulation de différentes stratégies de priorisation de l'accès aux soins intensifs et 2) délibérations démocratiques des parties prenantes sur les valeurs qui sous-tendent les modèles et leurs impacts sanitaires;RDF30;Medical, health and life sciences;0.9323611259460449;RDF303;Health sciences;0.8510884642601013;RDF304;Medical biotechnology;0.22669802606105804;RDF302;Clinical medicine;0.13747456669807434
614;Understanding cyber abuse in context: The interplay of distal and situational correlates of daily cyber abuse in young adult couples (Psychology);RDF30;Medical, health and life sciences;0.4312284588813782;RDF303;Health sciences;0.18075649440288544;RDF305;Other medical sciences;0.06069619953632355;RDF301;Basic medicine and life sciences;0.03554439917206764
615;Humanitarian Supply Chain Design and Management;RDF20-21;Engineering and technology;0.37475553154945374;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.09543373435735703;RDF212;Other engineering and technologies;0.026180503889918327;RDF202;Industrial, systems and processes engineering;0.02588338777422905
616;La transformation sémantique et syntaxique des données de situations professionnelles pour l'apprentissage du raisonnement clinique (Education and social work);RDF30;Medical, health and life sciences;0.7048606276512146;RDF303;Health sciences;0.48587411642074585;RDF302;Clinical medicine;0.242160826921463;RDF301;Basic medicine and life sciences;0.16539081931114197
617;Intergenerational transmission of vulnerability to PTSD : When children learn fear from their parent (Social & Developmental Aspects of Children's & Youth's Health);RDF30;Medical, health and life sciences;0.7908358573913574;RDF303;Health sciences;0.9449439644813538;RDF301;Basic medicine and life sciences;0.14749377965927124;RDF305;Other medical sciences;0.11426965147256851
618;La musique au service du pouvoir, entre propagande et diplomatie : Du Troisième Reich à la fin de la Guerre froide  (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9135282039642334;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8147539496421814;RDF602;Languages and literature;0.1548866331577301;RDF605;Other humanities;0.10087862610816956
619;Mesures de contrôle en santé mentale : un environnement contraignant? (Mutidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.8481910824775696;RDF504;Sociology and related studies;0.8938665986061096;RDF501;Psychology and cognitive sciences;0.6891487240791321;RDF503;Education;0.22168751060962677
620;R3AI: Shifting Paradigms for a Robust, Reasoning, and Responsible Artificial Intelligence and its Adoption - CFREF (CIHR Contribution);RDF20-21;Engineering and technology;0.9498251080513;RDF203;Electrical engineering, computer engineering, and information engineering;0.6954673528671265;RDF202;Industrial, systems and processes engineering;0.14128141105175018;RDF212;Other engineering and technologies;0.13392411172389984
621;À la rencontre des réalités virtuelle et concrète : la place de la scénographie dans la cocréation opératique;RDF20-21;Engineering and technology;0.6797723174095154;RDF212;Other engineering and technologies;0.20729495584964752;RDF203;Electrical engineering, computer engineering, and information engineering;0.1474323868751526;RDF202;Industrial, systems and processes engineering;0.10105592012405396
622;Parenting dimensions' influence on the psychosocial adaptation of preschoolers with language deficits (Psychology);RDF50;Social sciences;0.4181857109069824;RDF503;Education;0.9933330416679382;RDF501;Psychology and cognitive sciences;0.9910319447517395;RDF509;Other social sciences;0.07744785398244858
623;The structure-function relationships between capsular polysaccharides and the immune system during Streptococcus suis infections (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.8431136012077332;RDF303;Health sciences;0.9664104580879211;RDF301;Basic medicine and life sciences;0.7354041934013367;RDF305;Other medical sciences;0.3338831961154938
624;Études des mécanismes de colonisation de Clostridium perfringens en productions animales (Biological Systems and Functions);RDF10;Natural sciences;0.5826396346092224;RDF106;Biological sciences;0.9664105176925659;RDF104;Chemical sciences;0.30569735169410706;RDF107;Other natural sciences;0.29244372248649597
625;Formation interactive en ligne: une solution à la formation des employés dans un contexte de roulement de personnel;RDF20-21;Engineering and technology;0.8046957850456238;RDF212;Other engineering and technologies;0.1045687347650528;RDF202;Industrial, systems and processes engineering;0.07985373586416245;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0574403814971447
626;Mise en ouvre des politiques EDI en enseignement supérieur au Québec : construction de sens et types de réponses aux mesures destinées aux parcours étudiants (Education and social work);RDF50;Social sciences;0.3658306896686554;RDF503;Education;0.9898303151130676;RDF509;Other social sciences;0.04890318214893341;RDF506;Political science and policy administration;0.040502771735191345
627;Continuum PAROLE-Onco : Vers le développement de compétences en auto-soins pour améliorer l'expérience de la vie après les traitements aigus de cancer du sein;RDF30;Medical, health and life sciences;0.9146895408630371;RDF303;Health sciences;0.6682851910591125;RDF302;Clinical medicine;0.39916738867759705;RDF304;Medical biotechnology;0.1245320588350296
628;CAN-DO (CANnabis research DevelOpment): A cells-to-society research program on cannabis and mental health in younger adults;RDF30;Medical, health and life sciences;0.7153558135032654;RDF303;Health sciences;0.619960367679596;RDF305;Other medical sciences;0.10096722841262817;RDF304;Medical biotechnology;0.02598205767571926
629;Effets d'une intervention de proximité mère-prématuré et de calme (NeuroN-QI) sur le neurodéveloppement de nouveau-nés prématurés : un essai clinique randomisé;RDF30;Medical, health and life sciences;0.9073345065116882;RDF302;Clinical medicine;0.9875203371047974;RDF303;Health sciences;0.9625325202941895;RDF304;Medical biotechnology;0.7127823233604431
630;Corticospinal mechanisms of locomotor recovery after spinal cord injury (Movement & Exercise);RDF30;Medical, health and life sciences;0.8399774432182312;RDF303;Health sciences;0.971101701259613;RDF301;Basic medicine and life sciences;0.7967672944068909;RDF302;Clinical medicine;0.6639686226844788
631;Innover pour enseigner le management : cadres théoriques, mise en oeuvre et mesure d'impact;RDF20-21;Engineering and technology;0.3678213357925415;RDF212;Other engineering and technologies;0.03952746465802193;RDF202;Industrial, systems and processes engineering;0.017127320170402527;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.011397586204111576
632;Advances in functional linear regression (Mathematics and Statistics);RDF10;Natural sciences;0.8069769740104675;RDF101;Mathematics and statistics;0.996714174747467;RDF103;Physical sciences;0.24319279193878174;RDF102;Computer and information sciences;0.10185714811086655
633;Modélisation et choix du mode de réalisation dans les projets de construction (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9363546371459961;RDF202;Industrial, systems and processes engineering;0.7020451426506042;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.27884554862976074;RDF212;Other engineering and technologies;0.05670463666319847
634;An in silico platform simulating cell metabolic behavior (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9037269353866577;RDF205;Chemical engineering;0.8703219294548035;RDF212;Other engineering and technologies;0.2510963976383209;RDF206;Materials engineering and resources engineering;0.18366681039333344
635;Commande optimale stochastique avec applications en épidémiologie et en fiabilité (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8789574503898621;RDF202;Industrial, systems and processes engineering;0.3510051369667053;RDF212;Other engineering and technologies;0.1596754938364029;RDF208;Environmental engineering and related engineering;0.03767939284443855
636;Reinforcement Learning in Electricity Markets with Storage Technologies;RDF20-21;Engineering and technology;0.9395869374275208;RDF203;Electrical engineering, computer engineering, and information engineering;0.25841954350471497;RDF202;Industrial, systems and processes engineering;0.15591202676296234;RDF212;Other engineering and technologies;0.03439110144972801
637;Advancing psychobiology of abnormal repetitive behaviours in carnivorous species (Biological Systems and Functions);RDF10;Natural sciences;0.5482974648475647;RDF106;Biological sciences;0.9782604575157166;RDF107;Other natural sciences;0.2687974274158478;RDF105;Earth and related environmental sciences;0.06847517192363739
638;Du politique dans l'usage des archives filmiques : enjeux contemporains de la production documentaire;RDF60;Humanities and the arts;0.3589470386505127;RDF601;History, archaeology and related studies;0.05587463825941086;RDF605;Other humanities;0.01683390885591507;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.003389783436432481
639;Neuroinflammation as a biomarker for epilepsy and neuropsychiatric comorbidities among people with tuberous sclerosis complex: a prospective, multicentre study;RDF30;Medical, health and life sciences;0.9243736863136292;RDF303;Health sciences;0.9405717849731445;RDF305;Other medical sciences;0.3080861270427704;RDF301;Basic medicine and life sciences;0.27869826555252075
640;Quels sont les dimensions et savoirs spécifiques à la coordination des services et des soins des personnes ayant des besoins complexes? (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.8645414113998413;RDF504;Sociology and related studies;0.8528741598129272;RDF503;Education;0.452014297246933;RDF509;Other social sciences;0.1233656257390976
641;Determining spatial arrangement, stoichiometry, and substrate specificity of messenger RNA-binding proteins along the gene expression pathway (Genes, Cells and Molecules);RDF10;Natural sciences;0.5890037417411804;RDF106;Biological sciences;0.478208988904953;RDF103;Physical sciences;0.17071528732776642;RDF107;Other natural sciences;0.16424818336963654
642;Plateformes et usages : cinéma, télévision, jeu vidéo et création numérique;RDF20-21;Engineering and technology;0.6526767015457153;RDF212;Other engineering and technologies;0.47161865234375;RDF203;Electrical engineering, computer engineering, and information engineering;0.1683778017759323;RDF211;Nano-technology;0.009802816435694695
643;Time to investigate human visual shape perception and recognition (Biological Systems and Functions);RDF10;Natural sciences;0.6218625903129578;RDF106;Biological sciences;0.9760379195213318;RDF103;Physical sciences;0.3876468539237976;RDF107;Other natural sciences;0.09138210117816925
644;The gamification of online stochastic optimization problems;RDF20-21;Engineering and technology;0.8839754462242126;RDF203;Electrical engineering, computer engineering, and information engineering;0.8486588597297668;RDF202;Industrial, systems and processes engineering;0.3070982098579407;RDF212;Other engineering and technologies;0.0770302340388298
645;Effects of an Open Lung protective protective EXTubation strategy compared to a conventional extubation strategy on postoperative pulmonary complications after general anesthesia as part of a comprehensive lung protective ventilation strategy: a multicenter pilot randomized controlled trial (OLEXT-3 study);RDF30;Medical, health and life sciences;0.9262608289718628;RDF303;Health sciences;0.9842910766601562;RDF304;Medical biotechnology;0.9493416547775269;RDF302;Clinical medicine;0.6807724833488464
646;Additively manufactured composite parts service properties prediction : an essential step to unleash the full potential of additive manufacturing of composites;RDF20-21;Engineering and technology;0.8917969465255737;RDF202;Industrial, systems and processes engineering;0.8713654279708862;RDF205;Chemical engineering;0.4389450252056122;RDF206;Materials engineering and resources engineering;0.28383103013038635
647;Transcriptional regulation by long noncoding RNAs (Genes, Cells and Molecules);RDF10;Natural sciences;0.5992977619171143;RDF106;Biological sciences;0.6317931413650513;RDF104;Chemical sciences;0.11833413690328598;RDF103;Physical sciences;0.11546110361814499
648;Outils et méthodes de planification des services d'autopartage;RDF20-21;Engineering and technology;0.6110462546348572;RDF212;Other engineering and technologies;0.2106851041316986;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.13939638435840607;RDF202;Industrial, systems and processes engineering;0.13039611279964447
649;Sécurité de l'internet des objets dans les villes intelligentes (Computer Science);RDF20-21;Engineering and technology;0.9768626689910889;RDF203;Electrical engineering, computer engineering, and information engineering;0.882123589515686;RDF212;Other engineering and technologies;0.08826860785484314;RDF202;Industrial, systems and processes engineering;0.01686626486480236
650;Understanding the early pathogenesis of necrotic enteritis in chickens (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.4860996603965759;RDF303;Health sciences;0.9637799263000488;RDF301;Basic medicine and life sciences;0.8475266098976135;RDF305;Other medical sciences;0.39754363894462585
651;Trajectoire vers la sécurité des femmes en situation de handicap victimes de violence conjugale: une recherche-action intersectorielle en soutien aux droits des femmes;RDF50;Social sciences;0.5340114831924438;RDF504;Sociology and related studies;0.8586000204086304;RDF509;Other social sciences;0.19597850739955902;RDF505;Law and legal practice;0.0905744805932045
652;Regard des travailleuses sociales sur leur pratique professionnelle d'évaluation psychosociale à la suite de l'entrée en vigueur de la Loi visant à mieux protéger les personnes en situation de vulnérabilité : une étude à devis mixte;RDF50;Social sciences;0.7088847756385803;RDF504;Sociology and related studies;0.919498085975647;RDF501;Psychology and cognitive sciences;0.3820117712020874;RDF503;Education;0.3509773015975952
653;La police face à la justice : une analyse des systèmes de gestion des déviances policières au Québec (Law and criminology);RDF50;Social sciences;0.5536857843399048;RDF505;Law and legal practice;0.687079131603241;RDF506;Political science and policy administration;0.6164019703865051;RDF503;Education;0.15941360592842102
654;Soigner et gouverner les corps autochtones: santé et médecine coloniale au Québec, 1855-1904 (History);RDF30;Medical, health and life sciences;0.8787179589271545;RDF303;Health sciences;0.668826162815094;RDF302;Clinical medicine;0.498779296875;RDF301;Basic medicine and life sciences;0.2101982980966568
655;Development of near infrared spectroscopy (NIRS) and electroencephalography (EEG) methods to study neurovascular mechanisms of brain development (Physics);RDF20-21;Engineering and technology;0.649360716342926;RDF207;Medical and biomedical engineering;0.2704320549964905;RDF212;Other engineering and technologies;0.08969350904226303;RDF211;Nano-technology;0.0070527102798223495
656;Role of vitamin K-dependent gamma-carboxylation in beta cell and diabetes (Diabetes, Obesity, Lipid & Lipoprotein Disorders);RDF30;Medical, health and life sciences;0.905225396156311;RDF303;Health sciences;0.9808942675590515;RDF301;Basic medicine and life sciences;0.7623356580734253;RDF302;Clinical medicine;0.5177994966506958
657;Competition in the Canadian Mobile Telecommunications Industry: Weak Signals? (Economics);RDF20-21;Engineering and technology;0.8364261388778687;RDF203;Electrical engineering, computer engineering, and information engineering;0.2924942374229431;RDF212;Other engineering and technologies;0.05079946294426918;RDF202;Industrial, systems and processes engineering;0.0237346850335598
658;Gut-lung axis in equine asthma (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.5981579422950745;RDF303;Health sciences;0.9711291193962097;RDF301;Basic medicine and life sciences;0.6551154255867004;RDF304;Medical biotechnology;0.3952946662902832
659;Several aspects of L-functions (Mathematics and Statistics);RDF10;Natural sciences;0.7811190485954285;RDF101;Mathematics and statistics;0.9820138216018677;RDF107;Other natural sciences;0.08733004331588745;RDF103;Physical sciences;0.05271640419960022
660;Estimating the Effects of Government Spending Along the Supply Chain;RDF50;Social sciences;0.5645744800567627;RDF502;Economics and business administration;0.868213415145874;RDF506;Political science and policy administration;0.20173457264900208;RDF509;Other social sciences;0.11441799998283386
661;Using calorespirometry to assemble a complete picture of acute hypoxic metabolic depression in fishes (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.48189935088157654;RDF303;Health sciences;0.7162185907363892;RDF301;Basic medicine and life sciences;0.6976088881492615;RDF304;Medical biotechnology;0.31869715452194214
662;Electronic structure theory: Merging wave function theory, density functional theory, and machine learning (Chemistry);RDF20-21;Engineering and technology;0.8146197199821472;RDF203;Electrical engineering, computer engineering, and information engineering;0.4673621356487274;RDF205;Chemical engineering;0.21206879615783691;RDF212;Other engineering and technologies;0.15604057908058167
663;Comprehensive lipidomics to identify novel players involved in the onset of cardiac manifestations of non-alcoholic fatty liver disease;RDF30;Medical, health and life sciences;0.8763365745544434;RDF303;Health sciences;0.960472583770752;RDF302;Clinical medicine;0.5048521757125854;RDF304;Medical biotechnology;0.4695202708244324
664;Longitudinal monitoring of visual function during cortical impairment in mice (Systems & Circuits Neurosciences);RDF30;Medical, health and life sciences;0.5040328502655029;RDF304;Medical biotechnology;0.41340315341949463;RDF301;Basic medicine and life sciences;0.3251454532146454;RDF305;Other medical sciences;0.047470010817050934
665;Gouvernance et acceptabilité sociale des grands projets publics;RDF50;Social sciences;0.7838506698608398;RDF504;Sociology and related studies;0.7136312127113342;RDF506;Political science and policy administration;0.6699877977371216;RDF502;Economics and business administration;0.32885268330574036
666;Structural and functional changes in the brain of early and late blind individuals (Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition);RDF30;Medical, health and life sciences;0.6503580808639526;RDF305;Other medical sciences;0.10980119556188583;RDF301;Basic medicine and life sciences;0.04046483710408211;RDF304;Medical biotechnology;0.00525064067915082
667;New unsupervised Bayesian and energy-based models dedicated to image processing and computer vision applications (Computer Science);RDF20-21;Engineering and technology;0.9574877023696899;RDF203;Electrical engineering, computer engineering, and information engineering;0.8024394512176514;RDF202;Industrial, systems and processes engineering;0.07999736070632935;RDF212;Other engineering and technologies;0.07416428625583649
668;Phenomenology and The Norms of Perception (Philosophy);RDF10;Natural sciences;0.5026665925979614;RDF107;Other natural sciences;0.12194692343473434;RDF103;Physical sciences;0.02203226462006569;RDF106;Biological sciences;0.012624949216842651
669;Intelligent API Engineering: Systematically Leveraging APIs Through Development Knowledge and Usage Data;RDF20-21;Engineering and technology;0.960589587688446;RDF203;Electrical engineering, computer engineering, and information engineering;0.8216173648834229;RDF202;Industrial, systems and processes engineering;0.5888485312461853;RDF212;Other engineering and technologies;0.05439931899309158
670;Investigating mechanisms involved in vestibular substitution (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.4867854714393616;RDF303;Health sciences;0.7724876999855042;RDF301;Basic medicine and life sciences;0.35474035143852234;RDF305;Other medical sciences;0.21617697179317474
671;« COVID-19 » Migration en ligne et évaluation des impacts d'un programme de groupes de codéveloppement professionnel dans la fonction publique québécoise;RDF20-21;Engineering and technology;0.35009512305259705;RDF212;Other engineering and technologies;0.06572467088699341;RDF203;Electrical engineering, computer engineering, and information engineering;0.05198967084288597;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.019587421789765358
672;Multibody modelling to prototype next generation portable exoskeletons for everyday assistance (Mechanical Engineering);RDF20-21;Engineering and technology;0.9434080123901367;RDF204;Mechanical engineering;0.9991927742958069;RDF207;Medical and biomedical engineering;0.2422952651977539;RDF212;Other engineering and technologies;0.08578583598136902
673;Biomaterials-stimulated tissue regeneration and extracellular vesicles (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.6507440805435181;RDF301;Basic medicine and life sciences;0.8303878903388977;RDF303;Health sciences;0.4639754593372345;RDF304;Medical biotechnology;0.26189687848091125
674;Clinical Investigation in Canine and Feline Transfusion Medicine: Novel Blood Groups and their Clinical Significance (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.9455390572547913;RDF302;Clinical medicine;0.9874357581138611;RDF303;Health sciences;0.9644221067428589;RDF304;Medical biotechnology;0.3888646066188812
675;Uauitamutau assi. Terminologie de l'environnement en langue innue (innu-aimun) (Psychology, linguistics and translation);RDF10;Natural sciences;0.6388769149780273;RDF105;Earth and related environmental sciences;0.4997253119945526;RDF107;Other natural sciences;0.18352045118808746;RDF106;Biological sciences;0.04552200436592102
676;Novel role of exercise timing to improve obesity prevention and treatment (Nutrition, Food & Health);RDF30;Medical, health and life sciences;0.8466875553131104;RDF303;Health sciences;0.9120844602584839;RDF301;Basic medicine and life sciences;0.5175556540489197;RDF302;Clinical medicine;0.23065970838069916
677;Impact of vascular injury derived exosomes on Lupus Nephritis (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.8026002645492554;RDF303;Health sciences;0.9839245676994324;RDF301;Basic medicine and life sciences;0.5763930082321167;RDF304;Medical biotechnology;0.47005996108055115
678;Étude des logiques d'action syndicales dans le domaine de la santé mentale au travail: analyses croisées (Québec-France) dans le secteur de l'aérospatial (Business, management and related fields);RDF50;Social sciences;0.32187339663505554;RDF509;Other social sciences;0.08419108390808105;RDF504;Sociology and related studies;0.08366551250219345;RDF503;Education;0.07647662609815598
679;Linking lifestyle behaviors, microbiota & cardiometabolic health from childhood to early adulthood: The QUALITY Cohort (Social & Developmental Aspects of Children's & Youth's Health);RDF30;Medical, health and life sciences;0.7902868986129761;RDF303;Health sciences;0.9600251913070679;RDF301;Basic medicine and life sciences;0.4814842939376831;RDF305;Other medical sciences;0.1773829609155655
680;Les syndicats face à la crise climatique : Analyse stratégique des ressources et des moyens d'action à mettre en oeuvre au plan local;RDF50;Social sciences;0.5230425000190735;RDF509;Other social sciences;0.1795305609703064;RDF506;Political science and policy administration;0.16105617582798004;RDF502;Economics and business administration;0.08284562081098557
681;Étude du devenir-écrivaine en régime naturaliste : le cas de Georges de Peyrebrune (1841-1917) (Literature);RDF60;Humanities and the arts;0.8745062947273254;RDF602;Languages and literature;0.9416541457176208;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.14737102389335632;RDF605;Other humanities;0.0398624949157238
682;Neutrophil extracellular traps (NETs) are major actors in heart failure with preserved ejection fraction (Cardiovascular System – Heart and Circulation);RDF30;Medical, health and life sciences;0.7732000350952148;RDF303;Health sciences;0.9650861620903015;RDF304;Medical biotechnology;0.9095863103866577;RDF301;Basic medicine and life sciences;0.701508641242981
683;Harnessing Twitter for morphophonological variation (Psychology, linguistics and translation);RDF20-21;Engineering and technology;0.45003172755241394;RDF212;Other engineering and technologies;0.11930548399686813;RDF203;Electrical engineering, computer engineering, and information engineering;0.05223085731267929;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.004281254485249519
684;Multicarrier energy systems for resilient decarbonized communities;RDF20-21;Engineering and technology;0.7801052927970886;RDF208;Environmental engineering and related engineering;0.9330047369003296;RDF202;Industrial, systems and processes engineering;0.08225394785404205;RDF209;Environmental biotechnology;0.07477004826068878
685;Digital Leigh Hunt (Literature);RDF60;Humanities and the arts;0.6351421475410461;RDF602;Languages and literature;0.8842393159866333;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.39903563261032104;RDF601;History, archaeology and related studies;0.02811405621469021
686;New disposal techniques for reactive mine wastes to improve stability and facilitate site reclamation upon closure (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9784813523292542;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9822536706924438;RDF202;Industrial, systems and processes engineering;0.7227717041969299;RDF208;Environmental engineering and related engineering;0.49223393201828003
687;Design and operation of Borehole Thermal Energy Storage systems (Mechanical Engineering);RDF20-21;Engineering and technology;0.982994019985199;RDF204;Mechanical engineering;0.9992985725402832;RDF202;Industrial, systems and processes engineering;0.6181035041809082;RDF212;Other engineering and technologies;0.056081049144268036
688;Mechanisms and consequences of spatially controlled G protein-coupled receptor signaling (Pharmacology & Toxicology);RDF30;Medical, health and life sciences;0.560929000377655;RDF303;Health sciences;0.5227199196815491;RDF301;Basic medicine and life sciences;0.44328784942626953;RDF304;Medical biotechnology;0.27860015630722046
689;L'humain au coeur de la transformation du travail;RDF60;Humanities and the arts;0.45060092210769653;RDF603;Philosophy;0.318114310503006;RDF605;Other humanities;0.03213106468319893;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.010189337655901909
690;Vers une nouvelle constitution du travail? Les libertés et droits fondamentaux des salarié.es comme assise des rapports de travail/Towards a New Constitution of Labour? Workers' Fundamental Rights and Freedoms as the Basis of Labour Relations (Law and criminology);RDF50;Social sciences;0.6252902746200562;RDF505;Law and legal practice;0.7999116778373718;RDF502;Economics and business administration;0.3382410407066345;RDF506;Political science and policy administration;0.09252366423606873
691;Monitoring and Debugging of High Performance Distributed Heterogeneous Cloud Applications;RDF20-21;Engineering and technology;0.9557758569717407;RDF203;Electrical engineering, computer engineering, and information engineering;0.62846440076828;RDF212;Other engineering and technologies;0.04885777458548546;RDF202;Industrial, systems and processes engineering;0.03280595690011978
692;The role of Parkinson's disease-related proteins in innate and adaptive immunity (Cell Biology – Physiology);RDF30;Medical, health and life sciences;0.8128659129142761;RDF303;Health sciences;0.9905691742897034;RDF301;Basic medicine and life sciences;0.7073541879653931;RDF305;Other medical sciences;0.3832949995994568
